1905-06,1904-05,borough,station,1906-07,1907-08,1908-09,1909-10,1910-11,1911-12,1912-13,1913-14,1914-15,1915-16,1916-17,1917-18,1918-19,1919-20,1920-21,1921-22,1922-23,1923-24,1924-25,1925-26,1926-27,1927-28,1928-29,1929-30,1930-31,1931-32,1932-33,1933-34,1934-35,1935-36,1936-37,1937-38,1938-39,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988
21305,0,1,31,61481,77577,103701,107005,106398,109922,137492,163201,162824,225563,351862,371178,369076,434067,443797,412668,404213,477352,524100,585761,596986,772855,791875,866041,815394,748543,462218,374418,378672,364363,343774,337531,374702,422189,345728,357637,339670,331991,367319,362040,331075,317703,254446,253013,229856,228570,215810,188634,179234,190434,211064,219852,218157,261975,300437,293526,260173,253667,241631,214855,214229,203273,217642,198365,492357,449209,444736,439168,533069,439038,428118,430925,453916,403307,394994,367440,344384,329155,319569,314733,299358,292716,195253,178579,180671,180863,170368,153388,151906,157312,170583,158216,156513,151229,161568,177124,167605,210090,247290,265767
139544,0,1,32,599497,239997,304016,361348,349910,334020,365336,425704,426958,458650,527959,458468,411258,476901,512470,519960,620943,596139,615364,706950,871832,1043078,1119791,1271470,1209644,1146841,1056340,999443,1012704,1046170,1069206,1027183,987636,984579,929430,962803,926606,895427,919692,987210,915184,848158,749989,742607,753331,945128,927850,895231,961080,985457,980203,986480,1006924,1071856,1100461,1071745,981356,1060877,1010206,907383,911429,869460,875624,830111,1967720,1508374,1277294,1136316,1180671,1205409,1141916,1104790,1088445,966058,1009166,1001794,953323,888466,873940,915173,868531,948183,795412,772443,809901,821664,784835,768604,769112,809737,855817,824343,787330,757587,794442,810568,783185,792540,890407,912421
0,0,2,33,724732,2167410,472546,290260,304725,342434,399477,487699,556006,646690,745130,715505,726932,814221,849221,800502,792962,841285,852620,944642,1159648,1607209,1971065,2164464,2205540,2064659,1945286,1983868,2083920,2170840,2127574,2040928,2053786,2011047,1917833,2021576,2224664,2294957,2197361,1984523,1802272,1721700,1672351,1662474,1592754,1529681,1523809,1457334,1417778,1424776,1430064,1444727,1485717,1570156,1926065,2169627,1859525,1857896,1741051,1571469,1617600,1599585,1627743,1493161,1856137,2473850,2595743,2492483,2403439,2525111,2451143,2329470,2202960,1915280,1859291,1803138,1701031,1581910,1564133,1571727,1459468,1422218,1368194,1303450,1274080,1291301,1230085,1217769,1168010,1192446,1185570,1079424,1018476,986789,1058881,1070640,1086600,1153891,1296226,1335717
0,0,2,34,0,0,8668,82345,92486,110343,100197,81876,81514,99677,131594,164314,189902,199686,207835,230430,240370,279531,317564,401849,485108,686960,805657,933084,937156,870619,831306,825807,830742,863185,848095,800036,810330,812093,787402,808328,807542,793755,782573,802233,773056,785146,767811,764426,736828,755711,779830,770711,753373,794529,809704,831726,895041,906496,958982,1032200,1018005,1157457,1084481,1011936,1046860,1022530,993644,920687,1179502,944743,861486,841087,857516,826023,788884,751374,707090,697672,707984,689693,655159,626580,647613,612662,598717,671752,866121,817950,766372,760048,707370,702435,679490,682441,669715,659075,580694,550113,572923,561383,557721,592329,651753,667212
0,0,2,35,0,0,1981181,2802691,2963488,3037076,3115784,3170827,3260485,3424310,3279515,3473085,3423332,3333273,3642700,3709800,3715797,3734949,3575093,3453575,3455869,3530501,3538950,3600649,3510606,3392218,3286696,3277556,3249063,3339534,3207854,3028322,3068148,2942028,2840390,2972617,2913954,2744585,2674739,2937643,2825203,2686751,2533713,2429089,2295405,2151780,2137248,1825992,1730004,1722184,1676737,1756215,1858229,1952171,2105302,2243285,2240146,2150786,2039165,1808890,1811290,1769188,1801080,1634452,1811283,1685559,1677897,1628826,1589841,1679040,1684037,1616463,1603131,1442078,1441659,1410850,1350371,1313281,1230110,1271882,1228361,1192692,1530632,1366266,1306074,1231537,1149619,1104791,1049280,1086600,1070992,987426,949421,912149,1032744,1000503,1003371,1082068,1157146,1179502
3458050,1863387,1,36,3926758,4426121,4858316,5299741,5277729,5591902,5993088,6278161,6113451,6384894,7133429,7066572,4919377,5612975,5837200,5753502,5638086,5799600,5859340,6128560,6371858,6773166,6552896,6792918,6440237,5807028,4886242,4800404,4626018,4563853,4537175,4338784,4241276,4222277,4007071,3709042,3610538,3544230,3766868,4096023,4004796,3744705,3470762,3317188,3107775,2867096,2822573,2514736,2530354,2536355,2339268,2230480,2242651,2303601,2249944,2433796,2359386,2303989,2213197,1964015,1955261,1923048,1920537,1776762,2297847,2259699,2165878,2052134,1968176,2049550,1902834,1625505,968010,1328077,1309321,1278187,1235479,1177671,1163023,932872,646847,1030994,1635896,1474022,1322499,1245693,1175690,1068405,1009537,970732,1020048,998345,1025008,899252,926637,859930,955698,927112,1011534,998090
4905454,2641348,1,37,5343932,5839435,6233122,6824041,6845253,7253110,7789704,8015511,7867264,8191765,8752130,8727549,6650987,7725418,8168100,8008301,7975248,8280113,8291073,8576004,8671513,9052108,8555924,8751770,8230379,7460526,6323389,6193491,6089186,6096075,5922766,5587409,5358599,5294625,5194207,5013299,5141754,5060573,5552921,5885958,5570991,5068132,4669091,4349810,4192687,4128084,4146565,3660627,3563332,3530574,3377824,3299548,3407692,3616454,3666413,3856660,3728624,3672329,3306126,2971497,2971048,2756823,2612592,2340085,2942335,2760007,2579779,2488280,2295394,2120945,1941668,1569929,670895,1326390,1245688,1240987,1084193,999162,994269,901608,742645,1028346,2235281,1966794,1753773,1608470,1452761,1259327,1111414,1074232,1118241,1052276,756871,793735,1003228,975471,1009578,934469,969666,999313
4562160,2328109,1,38,4966126,5380128,5862592,6151765,5893218,6177837,6342612,6236990,6204480,6275080,6703502,6787319,5325236,6497259,6830800,6688867,6901294,7429608,7614785,7728906,7862052,8292906,8068114,8372113,8084580,7378978,6435170,6129265,6068028,5917977,5636869,5367234,5216575,5166467,5138308,5110062,5461046,5549745,6103573,6203627,5849131,5222705,4721209,4497257,4318428,4153093,4134985,3581355,3519712,3606188,3477272,3440568,3676971,3983970,4100741,4388551,4175775,4105211,3941123,3575436,3573324,3443133,3350022,3014591,4001489,3769949,3677323,3566066,3292926,3238556,3000181,2549032,1306739,2078244,1972556,1920811,1963051,1907809,1879562,1630956,1124201,1816633,2883959,2667559,2427111,2291018,2122331,1909306,1770814,1768824,1801093,1673307,1213862,1224745,1504628,1437151,1480815,1454080,1618474,1676754
3497780,1913026,1,39,4047672,4625225,5132634,5652215,5707094,5909601,6021758,6013301,5948863,6267822,7175634,7175371,7164646,8993107,9428000,8832498,9121606,9399181,8920162,8606151,8270021,8613619,8555670,8802687,8345855,7693018,6784568,6479457,6359286,6454390,6141383,5836711,5812058,5796935,5871670,5808083,5962425,5904678,6149008,6239995,6011918,5619968,5277669,5108138,5071376,4809426,4689421,3999314,3735668,3610690,3500115,3495810,3770071,4092586,4197292,4606107,4458260,4560919,4506151,4156346,4210662,4110572,4129111,3798726,3761274,3555908,3448467,3412540,3318229,3283877,3102246,2787910,1724777,2418163,2336153,2338001,2342076,2307875,2275642,1962615,1490362,2221676,3694894,3483609,3255919,3099818,2816297,2603856,2421795,2405118,2415959,2297627,1753026,1794670,2080811,2040501,2035801,2099187,2186882,2275854
840312,398066,1,40,825166,1130638,1408916,1519100,1416260,1421040,1409700,1442800,1400200,1458600,1597200,1681400,1343200,1719400,1760300,1652556,1624303,1652371,1684514,1790212,1740893,1966706,2021275,2107528,2025895,1851336,1592157,1488563,1470244,1461568,1302894,1194936,1258241,1431997,1467148,1332115,1449594,1335924,1385381,1384130,1305802,1199043,1155473,1089442,1066372,1009523,1075894,899350,864601,872882,842150,829148,985981,1155183,1249322,1487586,1418578,1473914,1404915,1318537,1362871,1290814,1207915,1093171,807125,785192,807763,786654,750535,757668,705817,566354,266639,531571,533807,517255,491232,461191,465452,438241,397661,484215,1030232,966388,879392,830237,764118,700562,637693,610779,586491,524026,421620,391595,410422,363588,369009,406430,443804,479647
0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355652,703127,727028,934115,898597,871935,819551,772323,781063,705870,583898,263059,440148,424535,406311,401793,374887,395613,403941,380337,441579,727345,703004,661983,634349,587345,542141,502066,496197,483752,421395,329443,320184,331021,311362,326412,338908,376283,426615
1383320,0,1,42,1713694,2668947,3848845,4367539,4576348,5142058,5575507,5731652,5730768,6254080,7036578,7782497,7433317,7667903,6961700,5999300,5918924,5874705,5758754,5809688,5514946,5349735,7161563,7975678,7339163,6345371,5757833,5632543,5443074,5696730,5848079,5724547,5513327,5520189,5647886,6291175,6674161,6781313,6715621,6737678,6688841,6269956,5731329,5470240,6069778,6219174,6020735,5908224,5884272,5755643,5791529,5193175,5963682,6275840,6233900,6213435,6265686,6581855,6413919,6295772,6878988,7475045,7826016,7660633,6515018,6701589,7012780,7179979,8991442,8620774,7227052,6594141,6231436,5349969,5038955,4898365,5048339,5061507,4955076,5074868,5738701,6608792,7403474,6805779,6254493,5931380,5696276,5601217,5729007,5961694,6455050,6431097,6819868,6733798,6698264,6783104,7137088,7792737,7895461,7363744
3834115,149840,1,43,4419024,5664029,6924415,7458830,7269907,7533607,7973638,7978878,8083711,9591792,10918824,11525687,10134523,10687590,9435100,8678000,8907177,8880419,8919507,9443476,9406073,10790316,11906045,12832881,11266606,9787575,9306718,9429080,8567809,8980730,9100685,8589009,8042869,8068320,8008320,7992143,8397753,8493282,8859849,9361720,9014565,8786678,8445679,8463485,9135700,9298435,9035434,8936725,9101506,9075040,9423076,9634253,9341600,8914748,8825788,8655781,8036743,8206067,8303888,8369106,9332391,10308712,11039343,9281392,6032347,6026435,6121749,5893108,6230074,6221822,6354350,5841008,5439330,4837739,4705062,4602964,4769971,4681603,4547294,4660593,5295398,6020130,8189086,7623573,7146405,6767443,6459842,6247210,6368448,6380422,6511296,6248713,6465011,6222806,6230103,5990003,6120840,6618967,6861761,6721761
2678445,1401282,1,44,3140291,3435746,4021685,4553173,4652481,4980328,5159709,5181643,5059532,5086936,5500860,5091583,3699180,4639284,4675900,4485878,4567932,4498381,4341716,4346707,4166301,4386178,4301243,4388935,4131830,3864592,3686673,3651051,3572084,3455755,3133787,2795583,2722080,2733994,2755438,2680932,2581684,2356409,2307755,2457184,2412998,2396619,2248778,2213433,2115465,2246443,2277678,2080738,2219455,2137425,2066130,2002720,2026128,2004908,1956290,1945545,1847819,1850366,1789928,1676407,1675707,1642590,1563310,1393484,3439297,3340093,3227446,3035949,3150686,2953540,2608415,2367944,2108035,1826490,1686606,1604058,1554528,1431385,1390788,1339060,1417286,1500666,1275244,1225573,1174292,1066292,992812,974148,1004852,1072572,1128099,1118774,1130762,1077327,1094038,1118750,1161274,1274315,1422579,1541074
4115652,2293514,1,45,4984370,5518046,5934750,6426088,6321462,6712975,7014460,7131309,6983694,7431328,8178895,7683516,5732464,7040176,6494100,6248811,6048355,6196851,6307532,6504908,6362936,6638774,6498388,6799986,6643489,6348146,6072632,6076086,5898692,5749009,5426061,5211001,5136005,5014580,4875280,4650337,4406819,4040579,4199349,4793116,4825243,4786650,4683295,4653406,4349968,4151574,3993912,3765413,3342059,3407860,3499356,3647062,3858305,3818984,3829941,3980172,3927607,4089488,4142175,4049092,4452770,4684771,4850872,4350969,5674338,5595880,5580740,5558488,6020810,6408554,5644998,5354130,4893177,4389635,4258935,4309169,4467419,4374010,4274948,4288018,4718588,4904432,3882299,3528212,3318035,3194861,2926324,2714628,2724382,2907214,3059350,3042813,3245574,3226375,3267377,3329373,3475386,3656637,4399663,4770267
5491545,3041131,1,46,6474329,7405964,8292007,9122334,9029004,9683843,10508309,10471387,10413000,10833217,11997102,10553853,7525967,8424151,8358600,8409143,8964484,9103136,8996446,8907348,8335930,8676275,8545397,8975775,9102614,9083230,8549468,8283197,8240202,8370715,8231793,8014305,7916143,8024500,7548577,7194697,6777834,6416452,6548641,7268595,7442813,7542321,8258070,8297503,7961313,8069289,8082692,7676078,8150776,8291419,8168921,8332868,8403735,8455360,8626250,8950227,8585211,8753010,8499291,8114015,8358245,8515813,8556331,7938960,8948084,8774941,8615431,8362687,8625057,8600995,7937682,7475754,7070839,6266461,6017515,5968916,6076297,5936764,5821639,5992686,6530598,6793160,7438792,7333898,7242727,7049793,6883746,6405029,6354313,6549972,6696131,6188464,6150575,5872358,5913657,5734830,5689630,5804029,6208127,6569384
2572401,1511867,1,47,3146656,3550053,4114841,4696716,5016664,5680370,6274853,6763557,6925786,7853310,8596710,7619495,5333374,6322872,6233200,6515441,7007553,7135797,7009711,6553537,6304768,7035773,7447001,8241826,8130198,7491976,6925675,7022180,6999821,7165088,7014130,6767571,6637392,6672430,6446295,6019519,5691485,5338706,5511876,6072858,6035179,6105512,5998960,6081136,5963592,6056206,6161703,6072480,6116531,6125653,6126115,6030691,5980705,6029353,6042612,6129334,5901601,6110144,6169541,5905372,6135917,6330759,6334157,5996956,6366135,6263503,6185192,6014145,6189187,6366076,6264428,5780905,5475238,5004561,4910710,4828401,4894510,4695471,4543591,4640282,5031634,5344122,5719319,5667102,5328841,4838110,4759262,4672004,4709008,5018066,5340682,5092526,4978352,4655979,4656578,4603897,4776536,5015487,5215435,5233138
2700569,1458738,1,48,3636281,4331491,4827723,5227362,5808714,6726239,7584575,8177755,8712910,9607307,10666747,9226680,5639367,6394018,6341200,6181449,6510498,6722034,6548747,6946579,7401372,8491298,9063542,9155999,9049289,8395887,7921494,7868383,7781567,7993364,8317787,7895528,7753405,7681734,7030150,6730861,6501265,6224728,6476801,6921387,6727057,6686832,6813939,6786641,6660493,6848964,6855341,6677087,6889770,6824496,6669250,6479661,6473867,6553362,6466112,6751832,6422913,6878639,6876833,6565332,6970144,6945926,6956591,6450252,8916430,8685143,8515112,8174081,8271183,8178813,8127428,7438606,6829517,5594985,5361153,5336751,5578511,5327264,5090537,5219967,5550732,5939504,6081576,5770625,5397232,5141262,4884102,4710692,4791333,5288784,5590678,5266690,5236930,4992213,5141271,5184597,5379872,5530422,5864614,6000923
0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1933693,3217034,3385600,3490750,3587663,3966200,4277105,4441416,4460631,4811408,4977472,5442423,5540160,5346825,5464751,5612685,5571797,5525963,4945094,4819798,4649980,5044335,5420086,5172106,5226614,4942645,5149155,5314424,5454222,5466818,5507881,5445081,5315725,5333079,5617899,5220876,5369149,5836980,5924938,6020594,6193561,6371787,6733955,7341741,7167646,7444627,7555761,7275207,7571675,7720373,7736087,7051560,10141574,9824037,9889160,9746974,9740347,9837416,9762139,9489933,9023059,7912727,7802626,7731940,7806487,7330981,6997501,6981518,6866104,7520235,7241918,7160787,7008999,6847903,6671766,6266830,6259616,6526700,6790937,6500140,6426263,6124985,6130167,6240475,6551881,6751349,7240592,7665312
0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,2651266,4461016,4543293,4652536,4844248,5228988,5292905,5364603,5384563,5819710,6031534,6407213,6382489,6133987,5953289,5958068,5802549,5895747,5583050,5442036,5263704,5473613,5544634,5415202,5305658,4966015,5189246,5350836,5338400,5213176,5044967,4956115,4894178,4896093,5128966,4713235,4746835,4845098,4740396,4779877,4885421,5052377,5226959,5787025,5892386,6351284,6552238,6342432,6732075,6832320,7058813,6491564,10370584,9842233,9824355,9512425,9526763,9591457,9761919,9077649,8793602,7950389,7880116,7548976,7470320,7025388,6668914,6629984,6500038,6654166,6274648,6142782,5973456,5994679,5909135,5740275,5869730,6385132,6660144,6314100,6263308,6025581,6002272,5874707,5868656,6091085,6618299,6847099
0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,5671135,9286947,10164200,10266701,10516093,11267689,11406920,11824547,12190434,13288919,13589696,14373373,14578925,13920622,13281435,13365009,13058822,12979614,12401398,12006682,11562437,11601758,11410863,11019218,11033007,10733852,11136516,11811343,11549799,10953906,10152366,9983168,9767277,10034418,10202415,9606306,9548297,9649188,9410784,9454089,9362862,9415145,9276736,9781550,9576672,10033877,9924773,9412193,9924403,10068451,10204555,9286972,17927054,17962809,17601427,16734953,16771535,16996098,16898144,16164877,15436360,14204962,14119621,13687059,13506341,12652724,11921638,11413624,11655372,11862284,9049524,9513788,9467660,9642467,9683447,9610425,9831261,10578320,10882228,10557304,11028954,10844367,10939414,10837960,11008001,11448951,11854766,12036254
0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,2629363,4210663,4099979,4268243,4441443,4802108,4825392,4932792,4905323,5220825,5351982,5599460,5652853,5304292,4925540,4829019,4699148,4761796,4591583,4403274,4329085,4393745,4291049,4183613,4192420,3949770,4075064,4381162,4358005,4242489,4020920,3988390,4109644,4191240,4252765,3663696,3784835,3969597,3882079,3770933,3783449,3851992,3863823,4022741,3883817,3976246,3932934,3679549,3832076,3921046,4020604,3629582,6956287,6602638,6629644,6474437,6538683,6497773,6481299,6106845,5860764,5140603,5123657,5023628,4845141,4568676,4266310,3972834,4078567,4284025,3514326,3416412,3322788,3349884,3228893,3053306,3061610,3235249,3335169,3220584,3314521,3177832,3162168,3194821,3342228,3539862,4019550,4165037
0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,2992313,4913556,5403100,5593887,5758389,6099105,6020252,6092622,5913747,6201951,6254180,6411605,6316892,5963101,5484457,5372356,5137538,5054217,4968306,4694804,4596539,4741086,4954793,4950061,4727632,4335450,4469307,5268951,5559742,5370412,5163964,5119154,5091276,5118527,4904958,4176899,4226444,4359431,4252022,4362214,4416948,4445533,4433521,4671229,4516909,4457836,4361596,4051781,4025856,3930811,3923848,3516167,4280165,4056119,4022155,3955597,4008806,3999075,4024595,3816772,3598220,3061250,2971916,2939697,2952790,2770724,2644820,2367004,2401969,2671584,3297342,3220927,3107039,3033084,2874287,2668491,2612922,2640850,2649519,2486105,2441044,2317587,2375910,2237060,2275938,2311314,2422292,2497152
0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,3288299,4944365,5221800,5092535,5211000,5516942,5504687,5618575,5556785,5698350,5696789,5821867,5736324,5279306,4727219,4589344,4276081,4304841,4291743,4078198,3892968,3983168,4049248,4010555,3829366,3612711,3839130,4546264,4971484,4974984,4643876,4542673,4518764,4742054,4728015,4339512,4410012,4473860,4200592,3918161,3771484,3583954,3339010,3429988,3460078,3581820,3589477,3361574,3354789,3237467,3172933,2855383,3385424,3195159,3127420,3021190,3070608,2990257,2775087,2635497,2728321,2150663,2085578,2003682,2086189,1936076,1980432,1779094,1699200,2039640,2670445,2515832,2431437,2333146,2334990,2187109,2065443,2047189,2052376,1921735,1912964,1776808,1842476,1794829,1905192,1957325,2087102,2031757
0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,3620934,5544236,5873800,6000649,6216073,6556949,6582598,5758723,6652594,6943084,6969119,7116700,6777681,6108850,5523844,5290227,5047259,5198993,5182223,4842501,4764344,4854734,4942876,5038460,5107670,4872140,4991804,5320838,5439805,5289164,5018992,4940843,4881371,5059134,5122576,4726973,4880102,4890327,4850730,4654380,4700787,4731097,4767564,4947048,4865131,4815095,4721899,4355951,4314660,4264745,4326029,3818556,4451923,4211583,4115260,3992506,4051653,3983617,3825716,3411232,3196229,2426466,2399269,2428878,2388411,2212351,2145515,2003693,1902822,2255972,3613467,3370177,3186495,3021670,2769488,2478155,2362751,2359568,2385013,2202341,2126923,1969089,2020265,1944937,2027945,2081217,2175168,2224531
0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,5027658,7915969,9162200,8988347,9210143,9926109,9502363,9661464,10302066,10721517,10780103,10997158,10734527,9999278,8842482,8494740,8031191,8023405,8110775,7954546,7826405,7576129,7485157,7541842,7403473,7008148,7282189,8221059,8578403,8378155,7664113,7427492,7310918,7620792,7344545,6606865,6404159,6454707,6532490,6510199,6735076,6649838,6439010,6542132,6184400,6048051,5821107,5274096,5244801,5183672,5171699,4494131,7768381,7563786,7382846,7043695,7003634,6440074,5963607,5521050,5409808,4073771,3910142,3904323,3770635,3503690,3333146,3120983,2448586,3516192,4101227,3802119,3556900,3441426,3388835,3099248,3021443,3120653,3280964,3148399,3360892,3157435,3144703,3112750,3346704,3418631,3557435,3423298
0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,619034,890678,1006980,1072799,1262564,1440829,1544294,1725511,1730485,1724203,1704266,1673468,1609209,1564999,1448438,1339783,1319730,1312447,1323086,1200565,1083062,1048377,1042701,1014499,916002,857271,860658,978326,1023627,1051330,986886,935522,880874,922996,901012,820259,796267,770063,775001,833426,676492,658943,713138,769762,719615,739679,699443,694256,686385,657886,657185,596512,764138,744596,732203,742377,739438,695696,669111,657318,642976,445668,394694,380121,393731,377535,349867,345076,373806,371740,561753,544049,526499,502568,501323,450602,438891,452070,444611,393096,441376,403863,386340,372232,387549,381450,383646,387199
0,0,2,58,0,0,0,0,0,0,0,0,0,0,12000,302800,1415911,1946500,2169100,2179500,2794163,3779991,4325484,5480484,6468110,7367094,7940078,8367461,8044134,7677430,7428572,5723239,5497850,5336857,5188853,4958404,4776504,4272091,3510496,3291242,3119568,2944495,2926540,3051122,2953153,2822030,2705529,2620039,2459347,2326493,2227463,2054614,1969579,1933309,1892221,1883679,1911201,1903134,1904757,1965166,1922213,2019638,2016771,1962653,2095948,2166547,2304032,2231826,2640679,2467387,1899131,2463162,2552792,2375002,2287301,2094809,2040036,1753767,1769401,1722436,1637665,1595198,1526342,1525023,1486480,1613079,2247407,2236587,2130231,2056562,1925361,1762969,1557695,1552066,1550031,1377963,1308655,1211746,1265081,1241010,1463303,1514503,1635606,1606128
