1969,1980,1972,1928-29,1989,1959,2000,1992,1946,1922-23,1932-33,1983,1998,1914-15,1912-13,1987,1926-27,1945,1979,1963,1905-06,1978,1988,1931-32,1955,1975,1907-08,1962,1948,1921-22,1973,1960,1918-19,1925-26,1954,1909-10,1964,1997,1956,1951,1966,2006,1920-21,1942,1944,1910-11,2001,1923-24,1906-07,1943,1904-05,1933-34,1913-14,1976,1993,borough,1991,1994,1924-25,1967,1974,1981,1940,1950,1968,station,1919-20,1929-30,1953,1917-18,1985,1937-38,2002,1936-37,1947,1952,1986,1977,1911-12,1958,1996,1982,1984,1957,1935-36,2003,1938-39,1965,1971,1934-35,1916-17,1930-31,2004,1927-28,1908-09,2005,1961,1999,1995,1970,1949,1915-16,1941,1990
2319328,1784389,1927172,5388814,2277958,1834770,2649054,2011361,3074421,5340303,4313542,1739289,2418584,4497546,4164462,2100051,5395584,2911391,1814022,2133562,1464538,1734922,2180654,5485048,1748028,1718547,1701019,2190822,2682116,5345136,1839427,1967881,4620402,5312872,1778026,2635390,2211174,2214922,1746500,2160931,2017076,3154138,5306580,3045231,2846382,3074852,2757059,5456978,1230234,2927304,767695,3906018,4361835,1630065,2026292,1,2024601,2081649,5044071,2093245,1821937,1728772,3460856,2310452,2160114,26,5189077,5638128,2005170,4844356,1818439,3526256,2862858,3645854,2942523,2046048,1889514,1632233,3785261,1678078,2181458,1635248,1808993,1688173,3786542,2872718,3533278,2202094,2052220,3813471,5191413,5656328,2989571,5667503,2181607,3073795,2045706,2476113,2154125,2184185,2400471,4705694,3145604,2003056
2663273,1615501,2158911,7946270,1775910,2067652,2535365,1916440,4159961,6485006,6179361,1445218,2492360,6490168,5747904,1559079,7655952,3973622,1677745,2541571,46773,1666651,1640577,8746980,2210146,1863258,1799337,2531659,3595773,6632900,1988974,2242578,6409334,7531552,2250531,3379141,2633334,2099733,2181790,2738769,2356428,3509092,6968000,3763079,3797892,4063019,2877344,6785767,954467,3836691,0,5141106,6133256,1711673,1951676,1,1838599,1951502,6810719,2426317,1997547,1500391,4389076,2912755,2493184,27,7116034,8254874,2473469,6789940,1350213,4472852,3026152,4732133,3856424,2584047,1424950,1631494,4995068,1950012,2100323,1420977,1384300,2120884,4955434,3458723,4342809,2569411,2424477,4993433,7633251,8315350,3302850,8102990,2551242,3355974,2414447,1587110,2072493,2553102,3093560,6967817,3884320,1603354
1687624,1377737,1440390,3081362,1281624,1452838,1979623,1276060,2516036,1424195,2803217,1312610,1782292,660036,451223,1367957,2785016,2484298,1418954,1672242,0,1397423,1297276,3228384,1402177,1353831,0,1664058,2227166,1326227,1339320,1535182,1217746,2576891,1432489,0,1760272,1498159,1432916,1932031,1561889,2383493,1317760,2501296,2452385,93344,2055249,1711744,0,2542523,0,2797127,546447,1314405,1373548,1,1311422,1465002,2078626,1625732,1370737,1320729,2617925,2046757,1624830,28,1328945,3227220,1806699,1186874,1225997,2627516,2074260,2731063,2299002,1891555,1259342,1319745,323266,1381478,1543554,1262119,1286793,1400490,2822426,1055873,2597298,1689716,1484438,2787247,1090673,3359665,2065690,3047285,0,2249208,1587613,1908497,1503212,1573322,2109539,789527,2490067,1179388
1624234,1275123,1395297,4580152,1836121,1247372,1960114,1630549,1639173,2299300,2891975,1244122,1842760,1108500,615650,1545876,3961421,1548908,1343766,1512506,90669,1257890,1632851,4560620,1122105,1272852,459737,1510961,1367841,2352500,1327996,1396925,2010705,3257610,1101404,564823,1565020,1641264,1125412,1338859,1433935,2340886,2384300,1667309,1499797,450430,2063127,2508103,325500,1565875,0,2385920,923785,1204357,1659438,1,1642767,1643924,2617191,1488332,1328345,1209929,1952099,1180034,1516728,29,2330205,4816249,1188409,1749346,1300566,2028155,2137188,2146833,1519332,1280724,1358841,1195164,388837,1159362,1704150,1161880,1311015,1121662,2256567,2106243,1976056,1543996,1510136,2255928,1551122,4862970,2216004,4525782,496423,2199188,1481437,1853761,1709922,1574869,1223546,1297810,1726387,1528065
807713,694751,715988,2852071,805923,690314,1254963,800737,1083102,1678783,1889160,649942,1162327,1215830,882761,775905,2580982,1028312,704482,762717,0,639879,778610,2872201,633695,651738,84094,757089,995788,1740171,694470,725640,1480039,2209248,649103,211547,798879,934771,627219,794031,704136,1718352,1818190,1018253,995072,340946,1358164,1742909,17404,989461,0,1452273,1107177,593775,831341,1,771507,838961,1828601,721105,684137,658468,1169330,841110,724541,30,1699016,3013050,731004,1533329,614901,1223467,1472796,1271992,1062724,762682,695690,596647,589486,670113,931614,615855,630082,649210,1352439,1345126,1185178,785510,754589,1395430,1765452,3142711,1457342,2821950,163376,1538374,749906,1157726,886015,765552,882566,1430299,1049993,749350
217642,158216,178579,791875,292716,218157,428118,319569,362040,404213,462218,161568,453916,162824,137492,247290,596986,367319,170583,260173,21305,157312,265767,748543,179234,170368,77577,293526,317703,412668,180671,261975,369076,585761,188634,107005,253667,403307,190434,229856,214855,492357,443797,357637,331991,106398,439038,477352,61481,339670,0,374418,163201,153388,329155,1,314733,344384,524100,214229,180863,156513,422189,253013,203273,31,434067,866041,215810,371178,167605,337531,533069,343774,331075,228570,210090,151906,109922,219852,394994,151229,177124,211064,364363,439168,374702,241631,195253,378672,351862,815394,444736,772855,103701,449209,300437,430925,367440,198365,254446,225563,345728,299358
875624,824343,772443,1119791,948183,1006924,1141916,873940,987210,620943,1056340,794442,1088445,426958,365336,890407,871832,919692,855817,981356,139544,809737,912421,1146841,961080,784835,239997,1071745,848158,519960,809901,1071856,411258,706950,895231,361348,1060877,966058,985457,753331,907383,1967720,512470,962803,895427,349910,1205409,596139,599497,926606,0,999443,425704,768604,888466,1,915173,953323,615364,911429,821664,787330,984579,742607,869460,32,476901,1271470,927850,458468,783185,1027183,1180671,1069206,915184,945128,792540,769112,334020,986480,1009166,757587,810568,980203,1046170,1136316,987636,1010206,795412,1012704,527959,1209644,1277294,1043078,304016,1508374,1100461,1104790,1001794,830111,749989,458650,929430,868531
1627743,1079424,1303450,1971065,1422218,1485717,2451143,1564133,1984523,792962,1945286,1058881,2202960,556006,399477,1296226,1159648,2197361,1185570,1859525,0,1192446,1335717,2064659,1417778,1230085,2167410,2169627,1721700,800502,1274080,1570156,726932,944642,1457334,290260,1857896,1915280,1424776,1592754,1571469,1856137,849221,2021576,2294957,304725,2525111,841285,724732,2224664,0,1983868,487699,1217769,1581910,2,1571727,1701031,852620,1617600,1291301,1018476,2011047,1662474,1599585,33,814221,2164464,1523809,715505,1086600,2040928,2403439,2127574,1802272,1529681,1153891,1168010,342434,1444727,1859291,986789,1070640,1430064,2170840,2492483,2053786,1741051,1368194,2083920,745130,2205540,2595743,1607209,472546,2473850,1926065,2329470,1803138,1493161,1672351,646690,1917833,1459468
993644,659075,817950,805657,671752,895041,788884,647613,802233,240370,831306,572923,707090,81514,100197,651753,485108,782573,669715,1018005,0,682441,667212,870619,753373,707370,0,1032200,785146,230430,766372,906496,189902,401849,770711,82345,1157457,697672,794529,736828,1011936,1179502,207835,808328,793755,92486,826023,279531,0,807542,0,825807,81876,702435,626580,2,612662,655159,317564,1046860,760048,580694,812093,764426,1022530,34,199686,933084,779830,164314,557721,800036,857516,848095,773056,755711,592329,679490,110343,831726,707984,550113,561383,809704,863185,841087,810330,1084481,866121,830742,131594,937156,861486,686960,8668,944743,958982,751374,689693,920687,767811,99677,787402,598717
1801080,987426,1366266,3538950,1192692,1858229,1684037,1230110,2937643,3715797,3286696,1032744,1603131,3260485,3115784,1157146,3455869,2674739,1070992,2240146,0,1086600,1179502,3392218,1730004,1149619,0,2243285,2686751,3709800,1306074,1952171,3423332,3453575,1825992,2802691,2150786,1442078,1722184,2295405,1808890,1811283,3642700,2972617,2744585,2963488,1679040,3734949,0,2913954,0,3277556,3170827,1104791,1313281,2,1271882,1350371,3575093,1811290,1231537,949421,2942028,2429089,1769188,35,3333273,3600649,2137248,3473085,1003371,3028322,1589841,3207854,2825203,2151780,1082068,1049280,3037076,1756215,1441659,912149,1000503,1676737,3339534,1628826,3068148,2039165,1530632,3249063,3279515,3510606,1677897,3530501,1981181,1685559,2105302,1616463,1410850,1634452,2533713,3424310,2840390,1228361
1920537,998345,1474022,6552896,1030994,2242651,1902834,1163023,4096023,5638086,4886242,926637,968010,6113451,5993088,1011534,6371858,3766868,1020048,2359386,3458050,970732,998090,5807028,2530354,1175690,4426121,2433796,3744705,5753502,1322499,2303601,4919377,6128560,2514736,5299741,2303989,1328077,2536355,3107775,1964015,2297847,5837200,3709042,3544230,5277729,2049550,5799600,3926758,3610538,1863387,4800404,6278161,1068405,1177671,1,932872,1235479,5859340,1955261,1245693,1025008,4222277,3317188,1923048,36,5612975,6792918,2822573,7066572,955698,4338784,1968176,4537175,4004796,2867096,927112,1009537,5591902,2230480,1309321,899252,859930,2339268,4563853,2052134,4241276,2213197,1635896,4626018,7133429,6440237,2165878,6773166,4858316,2259699,2249944,1625505,1278187,1776762,3470762,6384894,4007071,646847
2612592,1052276,1966794,8555924,1028346,3407692,1941668,994269,5885958,7975248,6323389,1003228,670895,7867264,7789704,969666,8671513,5552921,1118241,3728624,4905454,1074232,999313,7460526,3563332,1452761,5839435,3856660,5068132,8008301,1753773,3616454,6650987,8576004,3660627,6824041,3672329,1326390,3530574,4192687,2971497,2942335,8168100,5013299,5060573,6845253,2120945,8280113,5343932,5141754,2641348,6193491,8015511,1259327,999162,1,901608,1084193,8291073,2971048,1608470,756871,5294625,4349810,2756823,37,7725418,8751770,4146565,8727549,1009578,5587409,2295394,5922766,5570991,4128084,934469,1111414,7253110,3299548,1245688,793735,975471,3377824,6096075,2488280,5358599,3306126,2235281,6089186,8752130,8230379,2579779,9052108,6233122,2760007,3666413,1569929,1240987,2340085,4669091,8191765,5194207,742645
3350022,1673307,2667559,8068114,1816633,3676971,3000181,1879562,6203627,6901294,6435170,1504628,1306739,6204480,6342612,1618474,7862052,6103573,1801093,4175775,4562160,1768824,1676754,7378978,3519712,2122331,5380128,4388551,5222705,6688867,2427111,3983970,5325236,7728906,3581355,6151765,4105211,2078244,3606188,4318428,3575436,4001489,6830800,5110062,5549745,5893218,3238556,7429608,4966126,5461046,2328109,6129265,6236990,1909306,1907809,1,1630956,1963051,7614785,3573324,2291018,1213862,5166467,4497257,3443133,38,6497259,8372113,4134985,6787319,1480815,5367234,3292926,5636869,5849131,4153093,1454080,1770814,6177837,3440568,1972556,1224745,1437151,3477272,5917977,3566066,5216575,3941123,2883959,6068028,6703502,8084580,3677323,8292906,5862592,3769949,4100741,2549032,1920811,3014591,4721209,6275080,5138308,1124201
4129111,2297627,3483609,8555670,2221676,3770071,3102246,2275642,6239995,9121606,6784568,2080811,1724777,5948863,6021758,2186882,8270021,6149008,2415959,4458260,3497780,2405118,2275854,7693018,3735668,2816297,4625225,4606107,5619968,8832498,3255919,4092586,7164646,8606151,3999314,5652215,4560919,2418163,3610690,5071376,4156346,3761274,9428000,5808083,5904678,5707094,3283877,9399181,4047672,5962425,1913026,6479457,6013301,2603856,2307875,1,1962615,2342076,8920162,4210662,3099818,1753026,5796935,5108138,4110572,39,8993107,8802687,4689421,7175371,2035801,5836711,3318229,6141383,6011918,4809426,2099187,2421795,5909601,3495810,2336153,1794670,2040501,3500115,6454390,3412540,5812058,4506151,3694894,6359286,7175634,8345855,3448467,8613619,5132634,3555908,4197292,2787910,2338001,3798726,5277669,6267822,5871670,1490362
1207915,524026,966388,2021275,484215,985981,705817,465452,1384130,1624303,1592157,410422,266639,1400200,1409700,443804,1740893,1385381,586491,1418578,840312,610779,479647,1851336,864601,764118,1130638,1487586,1199043,1652556,879392,1155183,1343200,1790212,899350,1519100,1473914,531571,872882,1066372,1318537,807125,1760300,1332115,1335924,1416260,757668,1652371,825166,1449594,398066,1488563,1442800,700562,461191,1,438241,491232,1684514,1362871,830237,421620,1431997,1089442,1290814,40,1719400,2107528,1075894,1681400,369009,1194936,750535,1302894,1305802,1009523,406430,637693,1421040,829148,533807,391595,363588,842150,1461568,786654,1258241,1404915,1030232,1470244,1597200,2025895,807763,1966706,1408916,785192,1249322,566354,517255,1093171,1155473,1458600,1467148,397661
703127,421395,703004,0,441579,0,705870,395613,0,0,0,331021,263059,0,0,376283,0,0,483752,0,0,496197,426615,0,0,587345,0,0,0,0,661983,0,0,0,0,0,0,440148,0,0,0,934115,0,0,0,0,781063,0,0,0,0,0,0,542141,374887,1,403941,401793,0,0,634349,329443,0,0,355652,41,0,0,0,0,326412,0,772323,0,0,0,338908,502066,0,0,424535,320184,311362,0,0,819551,0,0,727345,0,0,0,871935,0,0,898597,0,583898,406311,727028,0,0,0,380337
7826016,6431097,6805779,7161563,6608792,5963682,7227052,4955076,6737678,5918924,5757833,6698264,6231436,5730768,5575507,7895461,5514946,6715621,6455050,6265686,1383320,5961694,7363744,6345371,5884272,5696276,2668947,6213435,6269956,5999300,6254493,6275840,7433317,5809688,5908224,4367539,6581855,5349969,5755643,6069778,6295772,6515018,6961700,6291175,6781313,4576348,8620774,5874705,1713694,6674161,0,5632543,5731652,5601217,5061507,1,5074868,5048339,5758754,6878988,5931380,6819868,5520189,5470240,7475045,42,7667903,7975678,6020735,7782497,7137088,5724547,8991442,5848079,6688841,6219174,7792737,5729007,5142058,5193175,5038955,6733798,6783104,5791529,5696730,7179979,5513327,6413919,7403474,5443074,7036578,7339163,7012780,5349735,3848845,6701589,6233900,6594141,4898365,7660633,5731329,6254080,5647886,5738701
11039343,6248713,7623573,11906045,6020130,9341600,6354350,4547294,9361720,8907177,9306718,6230103,5439330,8083711,7973638,6861761,9406073,8859849,6511296,8036743,3834115,6380422,6721761,9787575,9101506,6459842,5664029,8655781,8786678,8678000,7146405,8914748,10134523,9443476,8936725,7458830,8206067,4837739,9075040,9135700,8369106,6032347,9435100,7992143,8493282,7269907,6221822,8880419,4419024,8397753,149840,9429080,7978878,6247210,4681603,1,4660593,4769971,8919507,9332391,6767443,6465011,8068320,8463485,10308712,43,10687590,12832881,9035434,11525687,6120840,8589009,6230074,9100685,9014565,9298435,6618967,6368448,7533607,9634253,4705062,6222806,5990003,9423076,8980730,5893108,8042869,8303888,8189086,8567809,10918824,11266606,6121749,10790316,6924415,6026435,8825788,5841008,4602964,9281392,8445679,9591792,8008320,5295398
1563310,1118774,1225573,4301243,1500666,2026128,2608415,1390788,2457184,4567932,3686673,1094038,2108035,5059532,5159709,1422579,4166301,2307755,1128099,1847819,2678445,1072572,1541074,3864592,2219455,992812,3435746,1945545,2396619,4485878,1174292,2004908,3699180,4346707,2080738,4553173,1850366,1826490,2137425,2115465,1676407,3439297,4675900,2680932,2356409,4652481,2953540,4498381,3140291,2581684,1401282,3651051,5181643,974148,1431385,1,1339060,1554528,4341716,1675707,1066292,1130762,2733994,2213433,1642590,44,4639284,4388935,2277678,5091583,1161274,2795583,3150686,3133787,2412998,2246443,1274315,1004852,4980328,2002720,1686606,1077327,1118750,2066130,3455755,3035949,2722080,1789928,1275244,3572084,5500860,4131830,3227446,4386178,4021685,3340093,1956290,2367944,1604058,1393484,2248778,5086936,2755438,1417286
4850872,3042813,3528212,6498388,4904432,3858305,5644998,4274948,4793116,6048355,6072632,3267377,4893177,6983694,7014460,4399663,6362936,4199349,3059350,3927607,4115652,2907214,4770267,6348146,3342059,2926324,5518046,3980172,4786650,6248811,3318035,3818984,5732464,6504908,3765413,6426088,4089488,4389635,3407860,4349968,4049092,5674338,6494100,4650337,4040579,6321462,6408554,6196851,4984370,4406819,2293514,6076086,7131309,2714628,4374010,1,4288018,4467419,6307532,4452770,3194861,3245574,5014580,4653406,4684771,45,7040176,6799986,3993912,7683516,3475386,5211001,6020810,5426061,4825243,4151574,3656637,2724382,6712975,3647062,4258935,3226375,3329373,3499356,5749009,5558488,5136005,4142175,3882299,5898692,8178895,6643489,5580740,6638774,5934750,5595880,3829941,5354130,4309169,4350969,4683295,7431328,4875280,4718588
8556331,6188464,7333898,8545397,6793160,8403735,7937682,5821639,7268595,8964484,8549468,5913657,7070839,10413000,10508309,6208127,8335930,6548641,6696131,8585211,5491545,6549972,6569384,9083230,8150776,6883746,7405964,8950227,7542321,8409143,7242727,8455360,7525967,8907348,7676078,9122334,8753010,6266461,8291419,7961313,8114015,8948084,8358600,7194697,6416452,9029004,8600995,9103136,6474329,6777834,3041131,8283197,10471387,6405029,5936764,1,5992686,6076297,8996446,8358245,7049793,6150575,8024500,8297503,8515813,46,8424151,8975775,8082692,10553853,5689630,8014305,8625057,8231793,7442813,8069289,5804029,6354313,9683843,8332868,6017515,5872358,5734830,8168921,8370715,8362687,7916143,8499291,7438792,8240202,11997102,9102614,8615431,8676275,8292007,8774941,8626250,7475754,5968916,7938960,8258070,10833217,7548577,6530598
6334157,5092526,5667102,7447001,5344122,5980705,6264428,4543591,6072858,7007553,6925675,4656578,5475238,6925786,6274853,5215435,6304768,5511876,5340682,5901601,2572401,5018066,5233138,7491976,6116531,4759262,3550053,6129334,6105512,6515441,5328841,6029353,5333374,6553537,6072480,4696716,6110144,5004561,6125653,5963592,5905372,6366135,6233200,6019519,5338706,5016664,6366076,7135797,3146656,5691485,1511867,7022180,6763557,4672004,4695471,1,4640282,4894510,7009711,6135917,4838110,4978352,6672430,6081136,6330759,47,6322872,8241826,6161703,7619495,4776536,6767571,6189187,7014130,6035179,6056206,5015487,4709008,5680370,6030691,4910710,4655979,4603897,6126115,7165088,6014145,6637392,6169541,5719319,6999821,8596710,8130198,6185192,7035773,4114841,6263503,6042612,5780905,4828401,5996956,5998960,7853310,6446295,5031634
6956591,5266690,5770625,9063542,5939504,6473867,8127428,5090537,6921387,6510498,7921494,5141271,6829517,8712910,7584575,5864614,7401372,6476801,5590678,6422913,2700569,5288784,6000923,8395887,6889770,4884102,4331491,6751832,6686832,6181449,5397232,6553362,5639367,6946579,6677087,5227362,6878639,5594985,6824496,6660493,6565332,8916430,6341200,6730861,6224728,5808714,8178813,6722034,3636281,6501265,1458738,7868383,8177755,4710692,5327264,1,5219967,5578511,6548747,6970144,5141262,5236930,7681734,6786641,6945926,48,6394018,9155999,6855341,9226680,5379872,7895528,8271183,8317787,6727057,6848964,5530422,4791333,6726239,6479661,5361153,4992213,5184597,6669250,7993364,8174081,7753405,6876833,6081576,7781567,10666747,9049289,8515112,8491298,4827723,8685143,6466112,7438606,5336751,6450252,6813939,9607307,7030150,5550732
7736087,6500140,7160787,4977472,7520235,6193561,9762139,6997501,5314424,3587663,5464751,6130167,9023059,0,0,7240592,4460631,5149155,6790937,7167646,0,6526700,7665312,5346825,5369149,6671766,0,7341741,5466818,3490750,7008999,6371787,1933693,4441416,5220876,0,7444627,7912727,5836980,5315725,7275207,10141574,3385600,5172106,4942645,0,9837416,3966200,0,5226614,0,5612685,0,6266830,7330981,1,6981518,7806487,4277105,7571675,6847903,6426263,5044335,5445081,7720373,49,3217034,5442423,5617899,0,6551881,4819798,9740347,4945094,5454222,5333079,6751349,6259616,0,6020594,7802626,6124985,6240475,5924938,5525963,9746974,4649980,7555761,7241918,5571797,0,5540160,9889160,4811408,0,9824037,6733955,9489933,7731940,7051560,5507881,0,5420086,6866104
7058813,6314100,6142782,6031534,6654166,4885421,9761919,6668914,5350836,4844248,5953289,6002272,8793602,0,0,6618299,5384563,5189246,6660144,5892386,0,6385132,6847099,6133987,4746835,5909135,0,5787025,5213176,4652536,5973456,5052377,2651266,5364603,4713235,0,6351284,7950389,4845098,4894178,6342432,10370584,4543293,5415202,4966015,0,9591457,5228988,0,5305658,0,5958068,0,5740275,7025388,1,6629984,7470320,5292905,6732075,5994679,6263308,5473613,4956115,6832320,50,4461016,6407213,5128966,0,5868656,5442036,9526763,5583050,5338400,4896093,6091085,5869730,0,4779877,7880116,6025581,5874707,4740396,5895747,9512425,5263704,6552238,6274648,5802549,0,6382489,9824355,5819710,0,9842233,5226959,9077649,7548976,6491564,5044967,0,5544634,6500038
10204555,10557304,9513788,13589696,11862284,9362862,16898144,11921638,11811343,10516093,13281435,10939414,15436360,0,0,11854766,12190434,11136516,10882228,9576672,0,10578320,12036254,13920622,9548297,9683447,0,9781550,10953906,10266701,9467660,9415145,5671135,11824547,9606306,0,10033877,14204962,9649188,9767277,9412193,17927054,10164200,11019218,10733852,0,16996098,11267689,0,11033007,0,13365009,0,9610425,12652724,1,11413624,13506341,11406920,9924403,9642467,11028954,11601758,9983168,10068451,51,9286947,14373373,10202415,0,11008001,12006682,16771535,12401398,11549799,10034418,11448951,9831261,0,9454089,14119621,10844367,10837960,9410784,12979614,16734953,11562437,9924773,9049524,13058822,0,14578925,17601427,13288919,0,17962809,9276736,16164877,13687059,9286972,10152366,0,11410863,11655372
4020604,3220584,3416412,5351982,4284025,3783449,6481299,4266310,4381162,4441443,4925540,3162168,5860764,0,0,4019550,4905323,4075064,3335169,3883817,0,3235249,4165037,5304292,3784835,3228893,0,4022741,4242489,4268243,3322788,3851992,2629363,4932792,3663696,0,3976246,5140603,3969597,4109644,3679549,6956287,4099979,4183613,3949770,0,6497773,4802108,0,4192420,0,4829019,0,3053306,4568676,1,3972834,4845141,4825392,3832076,3349884,3314521,4393745,3988390,3921046,52,4210663,5599460,4252765,0,3342228,4403274,6538683,4591583,4358005,4191240,3539862,3061610,0,3770933,5123657,3177832,3194821,3882079,4761796,6474437,4329085,3932934,3514326,4699148,0,5652853,6629644,5220825,0,6602638,3863823,6106845,5023628,3629582,4020920,0,4291049,4078567
3923848,2486105,3220927,6254180,2671584,4416948,4024595,2644820,5268951,5758389,5484457,2375910,3598220,0,0,2422292,5913747,4469307,2649519,4516909,0,2640850,2497152,5963101,4226444,2874287,0,4671229,5370412,5593887,3107039,4445533,2992313,6092622,4176899,0,4457836,3061250,4359431,5091276,4051781,4280165,5403100,4950061,4335450,0,3999075,6099105,0,4727632,0,5372356,0,2668491,2770724,1,2367004,2952790,6020252,4025856,3033084,2441044,4741086,5119154,3930811,53,4913556,6411605,4904958,0,2275938,4694804,4008806,4968306,5559742,5118527,2311314,2612922,0,4362214,2971916,2317587,2237060,4252022,5054217,3955597,4596539,4361596,3297342,5137538,0,6316892,4022155,6201951,0,4056119,4433521,3816772,2939697,3516167,5163964,0,4954793,2401969
3172933,1921735,2515832,5696789,2039640,3771484,2775087,1980432,4546264,5211000,4727219,1842476,2728321,0,0,2087102,5556785,3839130,2052376,3460078,0,2047189,2031757,5279306,4410012,2334990,0,3429988,4974984,5092535,2431437,3583954,3288299,5618575,4339512,0,3581820,2150663,4473860,4518764,3361574,3385424,5221800,4010555,3612711,0,2990257,5516942,0,3829366,0,4589344,0,2187109,1936076,1,1779094,2086189,5504687,3354789,2333146,1912964,3983168,4542673,3237467,54,4944365,5821867,4728015,0,1905192,4078198,3070608,4291743,4971484,4742054,1957325,2065443,0,3918161,2085578,1776808,1794829,4200592,4304841,3021190,3892968,3589477,2670445,4276081,0,5736324,3127420,5698350,0,3195159,3339010,2635497,2003682,2855383,4643876,0,4049248,1699200
4326029,2202341,3370177,6969119,2255972,4700787,3825716,2145515,5320838,6216073,5523844,2020265,3196229,0,0,2175168,6652594,4991804,2385013,4865131,0,2359568,2224531,6108850,4880102,2769488,0,4947048,5289164,6000649,3186495,4731097,3620934,5758723,4726973,0,4815095,2426466,4890327,4881371,4355951,4451923,5873800,5038460,4872140,0,3983617,6556949,0,5107670,0,5290227,0,2478155,2212351,1,2003693,2388411,6582598,4314660,3021670,2126923,4854734,4940843,4264745,55,5544236,7116700,5122576,0,2027945,4842501,4051653,5182223,5439805,5059134,2081217,2362751,0,4654380,2399269,1969089,1944937,4850730,5198993,3992506,4764344,4721899,3613467,5047259,0,6777681,4115260,6943084,0,4211583,4767564,3411232,2428878,3818556,5018992,0,4942876,1902822
5171699,3148399,3802119,10780103,3516192,6735076,5963607,3333146,8221059,9210143,8842482,3144703,5409808,0,0,3557435,10302066,7282189,3280964,6184400,0,3120653,3423298,9999278,6404159,3388835,0,6542132,8378155,8988347,3556900,6649838,5027658,9661464,6606865,0,6048051,4073771,6454707,7310918,5274096,7768381,9162200,7541842,7008148,0,6440074,9926109,0,7403473,0,8494740,0,3099248,3503690,1,3120983,3770635,9502363,5244801,3441426,3360892,7576129,7427492,5183672,56,7915969,10997158,7344545,0,3346704,7954546,7003634,8110775,8578403,7620792,3418631,3021443,0,6510199,3910142,3157435,3112750,6532490,8023405,7043695,7826405,5821107,4101227,8031191,0,10734527,7382846,10721517,0,7563786,6439010,5521050,3904323,4494131,7664113,0,7485157,2448586
657185,393096,544049,1704266,371740,676492,669111,349867,978326,1262564,1448438,386340,642976,0,0,383646,1730485,860658,444611,719615,0,452070,387199,1564999,796267,501323,0,769762,1051330,1072799,526499,658943,619034,1725511,820259,0,739679,445668,770063,880874,694256,764138,1006980,1014499,857271,0,695696,1440829,0,916002,0,1339783,0,450602,377535,2,345076,393731,1544294,686385,502568,441376,1048377,935522,657886,57,890678,1673468,901012,0,387549,1200565,739438,1323086,1023627,922996,381450,438891,0,833426,394694,403863,372232,775001,1312447,742377,1083062,699443,561753,1319730,0,1609209,732203,1724203,0,744596,713138,657318,380121,596512,986886,0,1042701,373806
2304032,1377963,2236587,7940078,1613079,1911201,2287301,1526342,3051122,2794163,7428572,1265081,2040036,0,0,1635606,6468110,2926540,1550031,1922213,0,1552066,1606128,7677430,1969579,1925361,0,1965166,2822030,2179500,2130231,1903134,1415911,5480484,2054614,0,2019638,1753767,1933309,2459347,1962653,2640679,2169100,3291242,2944495,0,2375002,3779991,0,3119568,0,5723239,0,1762969,1595198,2,1525023,1637665,4325484,2095948,2056562,1308655,4272091,2620039,2166547,58,1946500,8367461,2227463,302800,1463303,4958404,2552792,5188853,2953153,2326493,1514503,1557695,0,1883679,1769401,1211746,1241010,1892221,5336857,2463162,4776504,2016771,2247407,5497850,12000,8044134,1899131,7367094,0,2467387,1904757,2094809,1722436,2231826,2705529,0,3510496,1486480
