borough,1938-39,1945,1935-36,1985,1915-16,1911-12,1940,1942,1972,1905-06,1921-22,1932-33,1988,1947,1997,1963,1918-19,1978,1969,1990,1953,1908-09,1995,1929-30,1961,1912-13,1970,1996,1926-27,1975,1984,1924-25,1950,1973,2005,1914-15,1931-32,1965,1933-34,1943,1907-08,1919-20,1948,1959,2006,1946,2002,1974,1957,1923-24,1954,1967,1951,1904-05,1928-29,1987,1966,2004,1909-10,1920-21,2000,1925-26,1930-31,1991,1981,1949,1910-11,1998,1976,1937-38,1962,1916-17,2001,1960,1994,1936-37,1958,station,1979,1977,1944,1956,1983,1992,1986,1952,1922-23,1913-14,1941,1968,1964,1989,2003,1934-35,1999,1917-18,1971,1980,1906-07,1982,1927-28,1955,1993
1,374702,367319,364363,167605,225563,109922,422189,357637,178579,21305,412668,462218,265767,331075,403307,260173,369076,157312,217642,299358,215810,103701,367440,866041,300437,137492,198365,394994,596986,170368,177124,524100,253013,180671,449209,162824,748543,241631,374418,339670,77577,434067,317703,218157,492357,362040,533069,180863,211064,477352,188634,214229,229856,0,791875,247290,214855,444736,107005,443797,428118,585761,815394,314733,156513,254446,106398,453916,153388,337531,293526,351862,439038,261975,344384,343774,219852,31,170583,151906,331991,190434,161568,319569,210090,228570,404213,163201,345728,203273,253667,292716,439168,378672,430925,371178,195253,158216,61481,151229,772855,179234,329155
1,987636,919692,1046170,783185,458650,334020,984579,962803,772443,139544,519960,1056340,912421,915184,966058,981356,411258,809737,875624,868531,927850,304016,1001794,1271470,1100461,365336,830111,1009166,871832,784835,810568,615364,742607,809901,1508374,426958,1146841,1010206,999443,926606,239997,476901,848158,1006924,1967720,987210,1180671,821664,980203,596139,895231,911429,753331,0,1119791,890407,907383,1277294,361348,512470,1141916,706950,1209644,915173,787330,749989,349910,1088445,768604,1027183,1071745,527959,1205409,1071856,953323,1069206,986480,32,855817,769112,895427,985457,794442,873940,792540,945128,620943,425704,929430,869460,1060877,948183,1136316,1012704,1104790,458468,795412,824343,599497,757587,1043078,961080,888466
2,2053786,2197361,2170840,1086600,646690,342434,2011047,2021576,1303450,0,800502,1945286,1335717,1802272,1915280,1859525,726932,1192446,1627743,1459468,1523809,472546,1803138,2164464,1926065,399477,1493161,1859291,1159648,1230085,1070640,852620,1662474,1274080,2473850,556006,2064659,1741051,1983868,2224664,2167410,814221,1721700,1485717,1856137,1984523,2403439,1291301,1430064,841285,1457334,1617600,1592754,0,1971065,1296226,1571469,2595743,290260,849221,2451143,944642,2205540,1571727,1018476,1672351,304725,2202960,1217769,2040928,2169627,745130,2525111,1570156,1701031,2127574,1444727,33,1185570,1168010,2294957,1424776,1058881,1564133,1153891,1529681,792962,487699,1917833,1599585,1857896,1422218,2492483,2083920,2329470,715505,1368194,1079424,724732,986789,1607209,1417778,1581910
2,810330,782573,863185,557721,99677,110343,812093,808328,817950,0,230430,831306,667212,773056,697672,1018005,189902,682441,993644,598717,779830,8668,689693,933084,958982,100197,920687,707984,485108,707370,561383,317564,764426,766372,944743,81514,870619,1084481,825807,807542,0,199686,785146,895041,1179502,802233,857516,760048,809704,279531,770711,1046860,736828,0,805657,651753,1011936,861486,82345,207835,788884,401849,937156,612662,580694,767811,92486,707090,702435,800036,1032200,131594,826023,906496,655159,848095,831726,34,669715,679490,793755,794529,572923,647613,592329,755711,240370,81876,787402,1022530,1157457,671752,841087,830742,751374,164314,866121,659075,0,550113,686960,753373,626580
2,3068148,2674739,3339534,1003371,3424310,3037076,2942028,2972617,1366266,0,3709800,3286696,1179502,2825203,1442078,2240146,3423332,1086600,1801080,1228361,2137248,1981181,1410850,3600649,2105302,3115784,1634452,1441659,3455869,1149619,1000503,3575093,2429089,1306074,1685559,3260485,3392218,2039165,3277556,2913954,0,3333273,2686751,1858229,1811283,2937643,1589841,1231537,1676737,3734949,1825992,1811290,2295405,0,3538950,1157146,1808890,1677897,2802691,3642700,1684037,3453575,3510606,1271882,949421,2533713,2963488,1603131,1104791,3028322,2243285,3279515,1679040,1952171,1350371,3207854,1756215,35,1070992,1049280,2744585,1722184,1032744,1230110,1082068,2151780,3715797,3170827,2840390,1769188,2150786,1192692,1628826,3249063,1616463,3473085,1530632,987426,0,912149,3530501,1730004,1313281
1,4241276,3766868,4563853,955698,6384894,5591902,4222277,3709042,1474022,3458050,5753502,4886242,998090,4004796,1328077,2359386,4919377,970732,1920537,646847,2822573,4858316,1278187,6792918,2249944,5993088,1776762,1309321,6371858,1175690,859930,5859340,3317188,1322499,2259699,6113451,5807028,2213197,4800404,3610538,4426121,5612975,3744705,2242651,2297847,4096023,1968176,1245693,2339268,5799600,2514736,1955261,3107775,1863387,6552896,1011534,1964015,2165878,5299741,5837200,1902834,6128560,6440237,932872,1025008,3470762,5277729,968010,1068405,4338784,2433796,7133429,2049550,2303601,1235479,4537175,2230480,36,1020048,1009537,3544230,2536355,926637,1163023,927112,2867096,5638086,6278161,4007071,1923048,2303989,1030994,2052134,4626018,1625505,7066572,1635896,998345,3926758,899252,6773166,2530354,1177671
1,5358599,5552921,6096075,1009578,8191765,7253110,5294625,5013299,1966794,4905454,8008301,6323389,999313,5570991,1326390,3728624,6650987,1074232,2612592,742645,4146565,6233122,1240987,8751770,3666413,7789704,2340085,1245688,8671513,1452761,975471,8291073,4349810,1753773,2760007,7867264,7460526,3306126,6193491,5141754,5839435,7725418,5068132,3407692,2942335,5885958,2295394,1608470,3377824,8280113,3660627,2971048,4192687,2641348,8555924,969666,2971497,2579779,6824041,8168100,1941668,8576004,8230379,901608,756871,4669091,6845253,670895,1259327,5587409,3856660,8752130,2120945,3616454,1084193,5922766,3299548,37,1118241,1111414,5060573,3530574,1003228,994269,934469,4128084,7975248,8015511,5194207,2756823,3672329,1028346,2488280,6089186,1569929,8727549,2235281,1052276,5343932,793735,9052108,3563332,999162
1,5216575,6103573,5917977,1480815,6275080,6177837,5166467,5110062,2667559,4562160,6688867,6435170,1676754,5849131,2078244,4175775,5325236,1768824,3350022,1124201,4134985,5862592,1920811,8372113,4100741,6342612,3014591,1972556,7862052,2122331,1437151,7614785,4497257,2427111,3769949,6204480,7378978,3941123,6129265,5461046,5380128,6497259,5222705,3676971,4001489,6203627,3292926,2291018,3477272,7429608,3581355,3573324,4318428,2328109,8068114,1618474,3575436,3677323,6151765,6830800,3000181,7728906,8084580,1630956,1213862,4721209,5893218,1306739,1909306,5367234,4388551,6703502,3238556,3983970,1963051,5636869,3440568,38,1801093,1770814,5549745,3606188,1504628,1879562,1454080,4153093,6901294,6236990,5138308,3443133,4105211,1816633,3566066,6068028,2549032,6787319,2883959,1673307,4966126,1224745,8292906,3519712,1907809
1,5812058,6149008,6454390,2035801,6267822,5909601,5796935,5808083,3483609,3497780,8832498,6784568,2275854,6011918,2418163,4458260,7164646,2405118,4129111,1490362,4689421,5132634,2338001,8802687,4197292,6021758,3798726,2336153,8270021,2816297,2040501,8920162,5108138,3255919,3555908,5948863,7693018,4506151,6479457,5962425,4625225,8993107,5619968,3770071,3761274,6239995,3318229,3099818,3500115,9399181,3999314,4210662,5071376,1913026,8555670,2186882,4156346,3448467,5652215,9428000,3102246,8606151,8345855,1962615,1753026,5277669,5707094,1724777,2603856,5836711,4606107,7175634,3283877,4092586,2342076,6141383,3495810,39,2415959,2421795,5904678,3610690,2080811,2275642,2099187,4809426,9121606,6013301,5871670,4110572,4560919,2221676,3412540,6359286,2787910,7175371,3694894,2297627,4047672,1794670,8613619,3735668,2307875
1,1258241,1385381,1461568,369009,1458600,1421040,1431997,1332115,966388,840312,1652556,1592157,479647,1305802,531571,1418578,1343200,610779,1207915,397661,1075894,1408916,517255,2107528,1249322,1409700,1093171,533807,1740893,764118,363588,1684514,1089442,879392,785192,1400200,1851336,1404915,1488563,1449594,1130638,1719400,1199043,985981,807125,1384130,750535,830237,842150,1652371,899350,1362871,1066372,398066,2021275,443804,1318537,807763,1519100,1760300,705817,1790212,2025895,438241,421620,1155473,1416260,266639,700562,1194936,1487586,1597200,757668,1155183,491232,1302894,829148,40,586491,637693,1335924,872882,410422,465452,406430,1009523,1624303,1442800,1467148,1290814,1473914,484215,786654,1470244,566354,1681400,1030232,524026,825166,391595,1966706,864601,461191
1,0,0,0,326412,0,0,0,0,703004,0,0,0,426615,0,440148,0,0,496197,703127,380337,0,0,406311,0,0,0,727028,424535,0,587345,311362,0,0,661983,898597,0,0,0,0,0,0,0,0,0,934115,0,772323,634349,0,0,0,0,0,0,0,376283,0,871935,0,0,705870,0,0,403941,329443,0,0,263059,542141,0,0,0,781063,0,401793,0,0,41,483752,502066,0,0,331021,395613,338908,0,0,0,0,355652,0,441579,819551,0,583898,0,727345,421395,0,320184,0,0,374887
1,5513327,6715621,5696730,7137088,6254080,5142058,5520189,6291175,6805779,1383320,5999300,5757833,7363744,6688841,5349969,6265686,7433317,5961694,7826016,5738701,6020735,3848845,4898365,7975678,6233900,5575507,7660633,5038955,5514946,5696276,6783104,5758754,5470240,6254493,6701589,5730768,6345371,6413919,5632543,6674161,2668947,7667903,6269956,5963682,6515018,6737678,8991442,5931380,5791529,5874705,5908224,6878988,6069778,0,7161563,7895461,6295772,7012780,4367539,6961700,7227052,5809688,7339163,5074868,6819868,5731329,4576348,6231436,5601217,5724547,6213435,7036578,8620774,6275840,5048339,5848079,5193175,42,6455050,5729007,6781313,5755643,6698264,4955076,7792737,6219174,5918924,5731652,5647886,7475045,6581855,6608792,7179979,5443074,6594141,7782497,7403474,6431097,1713694,6733798,5349735,5884272,5061507
1,8042869,8859849,8980730,6120840,9591792,7533607,8068320,7992143,7623573,3834115,8678000,9306718,6721761,9014565,4837739,8036743,10134523,6380422,11039343,5295398,9035434,6924415,4602964,12832881,8825788,7973638,9281392,4705062,9406073,6459842,5990003,8919507,8463485,7146405,6026435,8083711,9787575,8303888,9429080,8397753,5664029,10687590,8786678,9341600,6032347,9361720,6230074,6767443,9423076,8880419,8936725,9332391,9135700,149840,11906045,6861761,8369106,6121749,7458830,9435100,6354350,9443476,11266606,4660593,6465011,8445679,7269907,5439330,6247210,8589009,8655781,10918824,6221822,8914748,4769971,9100685,9634253,43,6511296,6368448,8493282,9075040,6230103,4547294,6618967,9298435,8907177,7978878,8008320,10308712,8206067,6020130,5893108,8567809,5841008,11525687,8189086,6248713,4419024,6222806,10790316,9101506,4681603
1,2722080,2307755,3455755,1161274,5086936,4980328,2733994,2680932,1225573,2678445,4485878,3686673,1541074,2412998,1826490,1847819,3699180,1072572,1563310,1417286,2277678,4021685,1604058,4388935,1956290,5159709,1393484,1686606,4166301,992812,1118750,4341716,2213433,1174292,3340093,5059532,3864592,1789928,3651051,2581684,3435746,4639284,2396619,2026128,3439297,2457184,3150686,1066292,2066130,4498381,2080738,1675707,2115465,1401282,4301243,1422579,1676407,3227446,4553173,4675900,2608415,4346707,4131830,1339060,1130762,2248778,4652481,2108035,974148,2795583,1945545,5500860,2953540,2004908,1554528,3133787,2002720,44,1128099,1004852,2356409,2137425,1094038,1390788,1274315,2246443,4567932,5181643,2755438,1642590,1850366,1500666,3035949,3572084,2367944,5091583,1275244,1118774,3140291,1077327,4386178,2219455,1431385
1,5136005,4199349,5749009,3475386,7431328,6712975,5014580,4650337,3528212,4115652,6248811,6072632,4770267,4825243,4389635,3927607,5732464,2907214,4850872,4718588,3993912,5934750,4309169,6799986,3829941,7014460,4350969,4258935,6362936,2926324,3329373,6307532,4653406,3318035,5595880,6983694,6348146,4142175,6076086,4406819,5518046,7040176,4786650,3858305,5674338,4793116,6020810,3194861,3499356,6196851,3765413,4452770,4349968,2293514,6498388,4399663,4049092,5580740,6426088,6494100,5644998,6504908,6643489,4288018,3245574,4683295,6321462,4893177,2714628,5211001,3980172,8178895,6408554,3818984,4467419,5426061,3647062,45,3059350,2724382,4040579,3407860,3267377,4274948,3656637,4151574,6048355,7131309,4875280,4684771,4089488,4904432,5558488,5898692,5354130,7683516,3882299,3042813,4984370,3226375,6638774,3342059,4374010
1,7916143,6548641,8370715,5689630,10833217,9683843,8024500,7194697,7333898,5491545,8409143,8549468,6569384,7442813,6266461,8585211,7525967,6549972,8556331,6530598,8082692,8292007,5968916,8975775,8626250,10508309,7938960,6017515,8335930,6883746,5734830,8996446,8297503,7242727,8774941,10413000,9083230,8499291,8283197,6777834,7405964,8424151,7542321,8403735,8948084,7268595,8625057,7049793,8168921,9103136,7676078,8358245,7961313,3041131,8545397,6208127,8114015,8615431,9122334,8358600,7937682,8907348,9102614,5992686,6150575,8258070,9029004,7070839,6405029,8014305,8950227,11997102,8600995,8455360,6076297,8231793,8332868,46,6696131,6354313,6416452,8291419,5913657,5821639,5804029,8069289,8964484,10471387,7548577,8515813,8753010,6793160,8362687,8240202,7475754,10553853,7438792,6188464,6474329,5872358,8676275,8150776,5936764
1,6637392,5511876,7165088,4776536,7853310,5680370,6672430,6019519,5667102,2572401,6515441,6925675,5233138,6035179,5004561,5901601,5333374,5018066,6334157,5031634,6161703,4114841,4828401,8241826,6042612,6274853,5996956,4910710,6304768,4759262,4603897,7009711,6081136,5328841,6263503,6925786,7491976,6169541,7022180,5691485,3550053,6322872,6105512,5980705,6366135,6072858,6189187,4838110,6126115,7135797,6072480,6135917,5963592,1511867,7447001,5215435,5905372,6185192,4696716,6233200,6264428,6553537,8130198,4640282,4978352,5998960,5016664,5475238,4672004,6767571,6129334,8596710,6366076,6029353,4894510,7014130,6030691,47,5340682,4709008,5338706,6125653,4656578,4543591,5015487,6056206,7007553,6763557,6446295,6330759,6110144,5344122,6014145,6999821,5780905,7619495,5719319,5092526,3146656,4655979,7035773,6116531,4695471
1,7753405,6476801,7993364,5379872,9607307,6726239,7681734,6730861,5770625,2700569,6181449,7921494,6000923,6727057,5594985,6422913,5639367,5288784,6956591,5550732,6855341,4827723,5336751,9155999,6466112,7584575,6450252,5361153,7401372,4884102,5184597,6548747,6786641,5397232,8685143,8712910,8395887,6876833,7868383,6501265,4331491,6394018,6686832,6473867,8916430,6921387,8271183,5141262,6669250,6722034,6677087,6970144,6660493,1458738,9063542,5864614,6565332,8515112,5227362,6341200,8127428,6946579,9049289,5219967,5236930,6813939,5808714,6829517,4710692,7895528,6751832,10666747,8178813,6553362,5578511,8317787,6479661,48,5590678,4791333,6224728,6824496,5141271,5090537,5530422,6848964,6510498,8177755,7030150,6945926,6878639,5939504,8174081,7781567,7438606,9226680,6081576,5266690,3636281,4992213,8491298,6889770,5327264
1,4649980,5149155,5525963,6551881,0,0,5044335,5172106,7160787,0,3490750,5464751,7665312,5454222,7912727,7167646,1933693,6526700,7736087,6866104,5617899,0,7731940,5442423,6733955,0,7051560,7802626,4460631,6671766,6240475,4277105,5445081,7008999,9824037,0,5346825,7555761,5612685,5226614,0,3217034,5466818,6193561,10141574,5314424,9740347,6847903,5924938,3966200,5220876,7571675,5315725,0,4977472,7240592,7275207,9889160,0,3385600,9762139,4441416,5540160,6981518,6426263,5507881,0,9023059,6266830,4819798,7341741,0,9837416,6371787,7806487,4945094,6020594,49,6790937,6259616,4942645,5836980,6130167,6997501,6751349,5333079,3587663,0,5420086,7720373,7444627,7520235,9746974,5571797,9489933,0,7241918,6500140,0,6124985,4811408,5369149,7330981
1,5263704,5189246,5895747,5868656,0,0,5473613,5415202,6142782,0,4652536,5953289,6847099,5338400,7950389,5892386,2651266,6385132,7058813,6500038,5128966,0,7548976,6407213,5226959,0,6491564,7880116,5384563,5909135,5874707,5292905,4956115,5973456,9842233,0,6133987,6552238,5958068,5305658,0,4461016,5213176,4885421,10370584,5350836,9526763,5994679,4740396,5228988,4713235,6732075,4894178,0,6031534,6618299,6342432,9824355,0,4543293,9761919,5364603,6382489,6629984,6263308,5044967,0,8793602,5740275,5442036,5787025,0,9591457,5052377,7470320,5583050,4779877,50,6660144,5869730,4966015,4845098,6002272,6668914,6091085,4896093,4844248,0,5544634,6832320,6351284,6654166,9512425,5802549,9077649,0,6274648,6314100,0,6025581,5819710,4746835,7025388
1,11562437,11136516,12979614,11008001,0,0,11601758,11019218,9513788,0,10266701,13281435,12036254,11549799,14204962,9576672,5671135,10578320,10204555,11655372,10202415,0,13687059,14373373,9276736,0,9286972,14119621,12190434,9683447,10837960,11406920,9983168,9467660,17962809,0,13920622,9924773,13365009,11033007,0,9286947,10953906,9362862,17927054,11811343,16771535,9642467,9410784,11267689,9606306,9924403,9767277,0,13589696,11854766,9412193,17601427,0,10164200,16898144,11824547,14578925,11413624,11028954,10152366,0,15436360,9610425,12006682,9781550,0,16996098,9415145,13506341,12401398,9454089,51,10882228,9831261,10733852,9649188,10939414,11921638,11448951,10034418,10516093,0,11410863,10068451,10033877,11862284,16734953,13058822,16164877,0,9049524,10557304,0,10844367,13288919,9548297,12652724
1,4329085,4075064,4761796,3342228,0,0,4393745,4183613,3416412,0,4268243,4925540,4165037,4358005,5140603,3883817,2629363,3235249,4020604,4078567,4252765,0,5023628,5599460,3863823,0,3629582,5123657,4905323,3228893,3194821,4825392,3988390,3322788,6602638,0,5304292,3932934,4829019,4192420,0,4210663,4242489,3783449,6956287,4381162,6538683,3349884,3882079,4802108,3663696,3832076,4109644,0,5351982,4019550,3679549,6629644,0,4099979,6481299,4932792,5652853,3972834,3314521,4020920,0,5860764,3053306,4403274,4022741,0,6497773,3851992,4845141,4591583,3770933,52,3335169,3061610,3949770,3969597,3162168,4266310,3539862,4191240,4441443,0,4291049,3921046,3976246,4284025,6474437,4699148,6106845,0,3514326,3220584,0,3177832,5220825,3784835,4568676
1,4596539,4469307,5054217,2275938,0,0,4741086,4950061,3220927,0,5593887,5484457,2497152,5559742,3061250,4516909,2992313,2640850,3923848,2401969,4904958,0,2939697,6411605,4433521,0,3516167,2971916,5913747,2874287,2237060,6020252,5119154,3107039,4056119,0,5963101,4361596,5372356,4727632,0,4913556,5370412,4416948,4280165,5268951,4008806,3033084,4252022,6099105,4176899,4025856,5091276,0,6254180,2422292,4051781,4022155,0,5403100,4024595,6092622,6316892,2367004,2441044,5163964,0,3598220,2668491,4694804,4671229,0,3999075,4445533,2952790,4968306,4362214,53,2649519,2612922,4335450,4359431,2375910,2644820,2311314,5118527,5758389,0,4954793,3930811,4457836,2671584,3955597,5137538,3816772,0,3297342,2486105,0,2317587,6201951,4226444,2770724
1,3892968,3839130,4304841,1905192,0,0,3983168,4010555,2515832,0,5092535,4727219,2031757,4971484,2150663,3460078,3288299,2047189,3172933,1699200,4728015,0,2003682,5821867,3339010,0,2855383,2085578,5556785,2334990,1794829,5504687,4542673,2431437,3195159,0,5279306,3589477,4589344,3829366,0,4944365,4974984,3771484,3385424,4546264,3070608,2333146,4200592,5516942,4339512,3354789,4518764,0,5696789,2087102,3361574,3127420,0,5221800,2775087,5618575,5736324,1779094,1912964,4643876,0,2728321,2187109,4078198,3429988,0,2990257,3583954,2086189,4291743,3918161,54,2052376,2065443,3612711,4473860,1842476,1980432,1957325,4742054,5211000,0,4049248,3237467,3581820,2039640,3021190,4276081,2635497,0,2670445,1921735,0,1776808,5698350,4410012,1936076
1,4764344,4991804,5198993,2027945,0,0,4854734,5038460,3370177,0,6000649,5523844,2224531,5439805,2426466,4865131,3620934,2359568,4326029,1902822,5122576,0,2428878,7116700,4767564,0,3818556,2399269,6652594,2769488,1944937,6582598,4940843,3186495,4211583,0,6108850,4721899,5290227,5107670,0,5544236,5289164,4700787,4451923,5320838,4051653,3021670,4850730,6556949,4726973,4314660,4881371,0,6969119,2175168,4355951,4115260,0,5873800,3825716,5758723,6777681,2003693,2126923,5018992,0,3196229,2478155,4842501,4947048,0,3983617,4731097,2388411,5182223,4654380,55,2385013,2362751,4872140,4890327,2020265,2145515,2081217,5059134,6216073,0,4942876,4264745,4815095,2255972,3992506,5047259,3411232,0,3613467,2202341,0,1969089,6943084,4880102,2212351
1,7826405,7282189,8023405,3346704,0,0,7576129,7541842,3802119,0,8988347,8842482,3423298,8578403,4073771,6184400,5027658,3120653,5171699,2448586,7344545,0,3904323,10997158,6439010,0,4494131,3910142,10302066,3388835,3112750,9502363,7427492,3556900,7563786,0,9999278,5821107,8494740,7403473,0,7915969,8378155,6735076,7768381,8221059,7003634,3441426,6532490,9926109,6606865,5244801,7310918,0,10780103,3557435,5274096,7382846,0,9162200,5963607,9661464,10734527,3120983,3360892,7664113,0,5409808,3099248,7954546,6542132,0,6440074,6649838,3770635,8110775,6510199,56,3280964,3021443,7008148,6454707,3144703,3333146,3418631,7620792,9210143,0,7485157,5183672,6048051,3516192,7043695,8031191,5521050,0,4101227,3148399,0,3157435,10721517,6404159,3503690
2,1083062,860658,1312447,387549,0,0,1048377,1014499,544049,0,1072799,1448438,387199,1023627,445668,719615,619034,452070,657185,373806,901012,0,380121,1673468,713138,0,596512,394694,1730485,501323,372232,1544294,935522,526499,744596,0,1564999,699443,1339783,916002,0,890678,1051330,676492,764138,978326,739438,502568,775001,1440829,820259,686385,880874,0,1704266,383646,694256,732203,0,1006980,669111,1725511,1609209,345076,441376,986886,0,642976,450602,1200565,769762,0,695696,658943,393731,1323086,833426,57,444611,438891,857271,770063,386340,349867,381450,922996,1262564,0,1042701,657886,739679,371740,742377,1319730,657318,0,561753,393096,0,403863,1724203,796267,377535
2,4776504,2926540,5336857,1463303,0,0,4272091,3291242,2236587,0,2179500,7428572,1606128,2953153,1753767,1922213,1415911,1552066,2304032,1486480,2227463,0,1722436,8367461,1904757,0,2231826,1769401,6468110,1925361,1241010,4325484,2620039,2130231,2467387,0,7677430,2016771,5723239,3119568,0,1946500,2822030,1911201,2640679,3051122,2552792,2056562,1892221,3779991,2054614,2095948,2459347,0,7940078,1635606,1962653,1899131,0,2169100,2287301,5480484,8044134,1525023,1308655,2705529,0,2040036,1762969,4958404,1965166,12000,2375002,1903134,1637665,5188853,1883679,58,1550031,1557695,2944495,1933309,1265081,1526342,1514503,2326493,2794163,0,3510496,2166547,2019638,1613079,2463162,5497850,2094809,302800,2247407,1377963,0,1211746,7367094,1969579,1595198
