station,1904-05,1905-06,1906-07,1916-17,1908-09,1915-16,1917-18,1911-12,1912-13,1918-19,1929-30,1930-31,1928-29,1919-20,1926-27,1946,1925-26,1923-24,1921-22,1932-33,1933-34,1944,1942,1949,2002,2003,2000,1992,1991,1993,1990,1994,1995,1996,1976,1977,1997,1982,1984,1985,1983,1980,1981,1978,1989,1986,1979,1987,1988,1975,1974,1973,1972,1998,1971,1999,1970,1966,1968,1967,1969,1965,1963,1958,1959,1961,1960,1962,1957,1964,1956,1955,1954,2001,2004,2005,2006,1953,1952,1951,1950,1920-21,1922-23,1924-25,1914-15,1913-14,1941,1948,1934-35,1935-36,1937-38,1938-39,1936-37,1940,1931-32,1943,1945,1927-28,1947,1910-11,1909-10,1907-08,borough
358,0,0,0,1148573,0,751011,1348237,375023,373489,1718481,3100272,2920800,3158831,2695986,3459749,2064193,3497821,4275598,3624319,2429833,2310459,1817895,1957033,1895053,432707,725563,524681,401779,414005,390781,434540,410866,419914,438635,623698,567744,427355,463975,671253,478376,796383,479847,466941,559545,452985,432914,553267,423215,382710,755105,816412,853890,931360,472781,1062215,367422,1153462,1202957,1198514,1203944,1253662,1314127,1323783,1443035,1438931,1363248,1394412,1337230,1456576,1352157,1419108,1367041,1405881,473727,866705,653042,646500,1531272,1664478,1716579,1855654,3207497,3849741,3744470,642515,601134,1998295,2031189,2188996,2240060,1745429,1637710,2151076,2073972,2676114,1897630,1902498,3385449,2072041,0,0,0,3
359,0,0,0,2278706,0,1682930,2165228,951288,977497,2406033,4413303,4329456,4344709,3815986,4935395,3832751,4835531,5688790,4963849,4370907,4512479,3421985,3452174,3830161,1895641,1667630,1878856,1503405,1461203,1634756,1525319,1712669,1657095,1643281,1660298,1594761,1720491,1562343,793308,1442440,1099377,1638648,1623233,1711038,1545550,1494884,1751618,1522795,1304241,1800881,1903811,1938303,2076402,1847238,2212095,1368283,2337514,2532420,2517989,2548509,2593663,2641799,2559752,2634571,2618294,2742828,2727540,2638295,2664448,2608762,2669043,2640410,2810408,1967312,1465104,2150307,2537777,3163831,3350259,3553018,3834906,4529293,5314334,4996075,1543684,1462753,3500206,3852933,4499626,4446028,3862461,3728155,4201831,3606375,4316205,3360694,3607210,4874302,3727790,0,0,0,3
360,0,0,0,479493,0,468590,467743,488966,455020,476489,2409118,2552303,2355026,871102,2188991,1928532,2064334,1850220,1431111,2469445,2378937,1818946,1824621,1758892,958814,959474,946899,745993,753995,759310,759556,800535,814038,828943,863683,820488,846953,907105,856498,853104,884779,869576,916562,868824,774226,836422,886097,817732,731085,902184,883842,902221,948684,980478,967072,794838,984890,1056447,1037957,1054607,1057759,1134612,1150249,1154185,1141807,1211236,1158926,1197450,1168338,1140057,1189553,1180539,1199087,978423,940431,963176,980228,1345926,1495820,1551045,1663651,1255123,1533560,1947798,446884,444457,1681380,1842072,2349908,2370630,1938241,1808779,2239898,1659924,2661928,1897437,1812518,2197117,1925554,0,0,0,4
361,0,0,0,1389508,0,1205472,1326320,651733,841926,1409182,3715582,3531144,3723670,2711050,3763092,2424337,3686445,3609574,3171753,2992523,2954429,2304155,2480455,1996782,1197019,1167764,1153978,840349,861385,878077,885819,970564,896898,1009664,871909,843559,1057176,878441,856098,856380,883223,858591,892070,908083,857082,854841,906899,857814,808087,880427,894204,904087,936338,1096676,948410,1011576,989821,1045749,1045561,1067502,1068391,1104320,1155602,1415183,1319612,1346280,1373262,1245719,1443913,1149617,1509140,1505925,1567785,1200058,1199284,1234878,1328877,1621052,1673424,1757389,1836688,3208670,3373692,3800207,1109418,988930,2461572,2315011,2871386,2903381,2700034,2624513,2847261,2489722,3295104,2409382,2360254,3810888,2390558,0,0,0,4
362,0,0,0,1914997,0,1936988,1825538,1556742,1764252,1855959,2426694,2308826,2465287,2494740,2546688,1888797,2580043,2691098,2672355,1887096,1856555,1802519,1862724,1570678,937490,947229,889845,611565,603127,622295,602097,668834,703812,711322,521869,510464,744262,562165,537725,546575,560672,542208,565856,554793,565735,536925,565978,531305,516177,535110,540969,541871,581427,825650,614543,787101,662652,754308,740471,758413,735459,809539,838543,1029853,954158,966053,984043,903424,1055386,829221,1090697,1074848,1109151,942974,955475,970061,1020734,1201350,1300075,1384552,1447840,2716331,2685950,2654036,1853370,1906296,1771854,1864049,1926494,2009852,1886179,1834245,2018158,1771177,2126226,1883850,1852945,2515211,1892496,0,0,0,4
363,0,0,0,1356111,0,1354227,1501229,1841570,1774638,1521952,1349988,1212410,1434518,1806528,1835957,896960,1822432,1873624,1860455,930655,953949,840667,857250,704089,541514,578499,515735,433300,431147,408583,430394,430719,425862,435581,309391,311383,464935,350990,326480,359684,348862,337175,350040,336309,416420,378993,332649,359910,334734,314144,315753,297722,298930,517308,297855,418420,308988,373234,355221,369297,351269,400648,401199,494842,456423,468951,467499,437640,515607,399324,537900,519286,539401,529668,581806,618770,668875,580201,619220,645069,660996,1908653,1854094,1895976,1597298,1776380,825760,855510,932667,949182,918516,877780,963744,827181,1072956,860671,887031,1839000,900218,0,0,0,4
364,0,0,0,1856048,0,1778891,1798557,1818465,1792176,1914248,2177873,2015304,2210536,2385175,2786026,1633741,2846230,2842379,2587594,1604386,1567738,1358682,1439205,1343359,853423,874095,767884,609875,595603,559507,619295,574187,593332,622320,537098,463010,660349,454526,414688,478392,476426,460430,463663,469611,587000,503467,488824,496654,452177,623647,673752,703768,755152,777074,794518,685186,820467,841249,947840,904462,954078,869976,798507,888441,825406,873218,845158,838445,899658,837610,945935,936335,953270,851836,837820,909968,992499,1046491,1118446,1185338,1246086,2550817,2705948,2925880,1713823,1811849,1385793,1631109,1505115,1567778,1472755,1434924,1564271,1344151,1819240,1443844,1500851,2817338,1641394,0,0,0,3
365,0,0,0,1015905,0,986878,1095432,941942,906171,1054638,1402586,1312513,1415458,1265608,1630415,1093943,1620550,1618181,1349259,1113216,1084420,912337,999876,890206,461612,488636,351638,241088,254249,214588,280601,227215,247408,266214,307792,287149,288419,259429,227418,230175,254815,276148,270277,290371,266153,240062,293572,241076,221238,342722,396718,436252,467037,320396,483503,308538,505085,559810,602747,584206,598913,587651,555817,582756,554455,603838,581449,593002,585399,568815,621968,612031,635566,405463,494447,510728,593241,688402,729772,752264,789072,1293203,1458071,1698474,908157,926212,977745,1106868,1037281,1063897,1009566,1011524,1071854,974160,1227164,976312,987970,1637950,1118716,0,0,0,3
366,0,0,0,352833,0,325723,458152,269511,310416,562154,4016331,3808148,2201778,726279,1490006,2692519,1458481,1314243,1002108,3141035,3125730,2393535,2605209,2416912,3213675,3130551,2873821,1558803,1595559,1651473,1686819,1709630,1783769,1856335,1719227,1772741,1928743,1840763,1854888,1784823,1842180,1909194,1851012,1925665,1681997,1771950,2119369,1774476,1742051,1711230,1732331,1765479,1893604,2361160,1924123,2610464,1933277,1771230,1904159,1884093,1968408,1786635,1702629,1157704,1257578,1633076,1417230,1692597,1041129,1760098,977994,925039,944794,3118706,3005573,3138066,3393413,1022168,1136679,1536913,2283816,899373,1164653,1410526,317240,318325,2571528,2691688,3032960,3089057,2859403,2834286,2991968,2610305,3457117,2496051,2375891,1926830,2800868,0,0,0,3
367,0,0,0,20932,0,23951,18426,19265,21675,20456,197474,207295,187421,15132,104992,238680,78484,56790,35019,223171,233874,229232,233987,198453,792330,764503,774380,583665,565942,645891,619192,667668,671046,682426,633778,651120,667965,634182,661824,657155,664812,614021,627434,669170,666372,679343,670155,703360,704641,622201,664299,701557,718607,702894,706960,721674,696580,710840,713162,721997,716284,766435,792321,639430,680956,741501,688859,776743,594925,795868,569610,549403,590678,785548,717132,748816,839813,672102,480271,195820,180043,20900,41209,71040,22946,20858,217096,221872,226851,248474,230227,240054,253601,228137,239455,233996,229184,112521,238707,0,0,0,3
368,0,0,0,1379893,0,1079038,1582371,482182,555926,1796926,2300537,2168689,2359766,2881582,2708357,1641760,2662863,2789014,2708880,1935890,1924005,1445403,1571371,1301761,788434,824957,670080,354263,355518,376368,379246,388898,405802,413307,467999,425631,392383,360156,407656,406900,393234,372844,370113,424630,368258,378140,421931,393135,400103,523602,609978,676681,712150,500881,780549,571950,836004,1016600,941469,1004305,928418,1060338,1086299,932952,962675,1027917,970416,1082759,895932,841120,908518,912241,937641,726318,769819,751125,817620,1020186,1079033,1126564,1227160,2829969,2727147,2737974,888081,755498,1545834,1469709,1878316,1921326,1768920,1741822,1860599,1606814,2049964,1491171,1497169,2479271,1581444,0,0,0,3
369,0,0,0,2756992,0,2399142,2830645,963301,1247855,3094510,2419991,2343237,2490465,3612003,2976627,1489466,3089608,3331141,3108143,1949190,1885161,1291069,1430125,1216354,514316,513603,449545,204879,220551,241739,237067,242181,272791,281414,327423,306008,282947,208996,244071,262942,235765,248283,231370,294491,219078,239352,281211,148594,166112,373832,421871,474997,547652,364160,626562,404753,680760,1031317,805465,901998,791488,1228968,1344944,1013660,1087756,1301682,1171169,1372488,973969,1381913,931696,869582,873652,475538,473460,511699,512426,963324,1019053,1102844,1188448,3169250,3215825,3374292,1828978,1567150,1484815,1432843,1798840,1835461,1691126,1679983,1782033,1553810,2119997,1350741,1364181,2685473,1487254,0,0,0,3
370,0,0,0,2466068,0,2333748,2476060,2186460,2172316,3316112,3336140,3105824,3459763,4066545,4188174,1776930,4186032,4474565,4197555,2693610,2557913,1554652,1823871,1614643,955316,830910,968546,526243,529023,580522,568628,575250,604251,613098,563008,530645,604329,549616,629453,637968,607130,540749,548679,575460,580870,575389,594298,624831,639782,627571,698185,775758,833547,755344,876521,818461,924165,1208146,1126554,1119266,1056436,1399063,1677901,1611327,1660595,1759628,1703820,1769615,1568300,1576625,1530776,1424346,1360701,945035,627492,799538,812545,1335515,1384321,1475139,1569056,4113418,4350779,4324615,2317751,2353567,1891512,1733395,2445995,2515284,2222543,2187376,2409197,2012927,2919432,1681961,1607130,3829992,1738555,0,0,0,3
371,0,0,0,0,0,0,0,0,0,0,2809058,2705751,2764070,2578012,2931112,1775978,2936355,3091263,3063609,2267185,2245323,1584554,1645299,1230435,210638,231472,236626,111605,125215,120477,138760,122838,127852,134195,249036,216559,135449,149274,161260,165226,159562,168435,154551,221720,139142,161685,221401,156885,154927,297277,317856,341634,370138,159935,389466,195366,393830,488180,467832,480293,452360,565392,601714,633320,645980,615423,620210,618926,638436,605192,686417,686613,693002,237261,231450,250595,293079,813247,882705,932008,1096635,2663599,3146305,3048121,0,0,1655830,1549214,2215450,2212964,1849174,1789941,2013366,1688765,2484461,1658238,1636149,2727575,1686972,0,0,0,3
372,0,0,0,0,0,0,0,0,0,0,505753,524381,405725,0,0,404647,0,0,0,473207,473224,344008,342051,340304,281850,260329,259722,155487,156106,165550,178780,173706,189856,188895,146783,153196,186872,149425,158673,157779,154339,157939,152737,171839,178100,170376,186573,180109,197716,145903,161999,182279,196476,217643,200230,251334,198639,195998,210910,207904,206681,211262,220698,227698,218334,224480,219036,229857,227484,220666,248206,260422,276745,261751,268539,258415,270326,286762,291625,309442,324946,0,0,0,0,0,346537,383081,472519,503872,401655,384269,443100,362660,507559,335484,371370,0,400784,0,0,0,3
373,0,0,0,0,0,0,0,0,0,0,1164633,1190390,984445,0,0,1152712,0,0,0,1021912,1004318,968800,973808,1039201,813627,748586,718485,457733,434314,493792,498709,513097,527847,535853,529801,514232,543278,461835,487019,493676,475545,486472,477524,536466,519359,490870,548437,511386,555348,584305,674364,718609,739402,639418,800326,700613,869074,821039,870136,860862,930845,879735,808658,714657,734705,819136,764861,826073,712568,865057,729146,737887,762843,746073,776011,749550,795638,793001,838492,874218,943955,0,0,0,0,0,958181,1138802,1015218,1051464,1005070,1004713,1033198,973888,1126930,993828,1053300,0,1152079,0,0,0,3
374,0,0,0,0,0,0,0,0,0,0,1815658,1853321,1456224,0,0,1839555,0,0,0,1631251,1651825,1624364,1779793,1511406,1461432,1352244,1327024,872337,874481,971995,985902,1038161,1085924,1085217,812954,816687,1058482,813413,878923,893981,853840,841818,863272,889551,964759,927776,898758,987220,1024680,819451,842876,863492,906030,1184165,945525,1297954,956990,918515,948820,954734,970504,963819,995003,1070861,1037126,1053834,1035076,1021215,1095033,966596,1120386,1115841,1160730,1379653,1451513,1487945,1558058,1271226,1280998,1306939,1385208,0,0,0,0,0,1607962,1724913,1667429,1748210,1704838,1679809,1732769,1621033,1774679,1680438,1706303,0,1824659,0,0,0,3
375,0,0,0,0,0,0,0,0,0,0,2279260,2313512,1868127,0,0,2480155,0,0,0,1970882,1959087,2131312,2186261,2019413,2627958,2561679,2259664,1364160,1342311,1427606,1441417,1552678,1638754,1664457,1008712,991800,1637905,1081838,1175022,1212017,1133475,1051016,1100648,1085207,1487231,1285276,1103540,1396945,1513306,1040352,1112633,1161023,1185846,1793672,1236048,2053889,1304437,1313697,1372290,1371308,1401505,1415086,1435508,1420013,1422088,1496426,1457351,1467489,1410892,1449092,1417802,1430092,1498370,2479825,2787111,2705175,2754838,1617564,1722634,1788047,1905463,0,0,0,0,0,2051579,2346594,1961080,2061598,1954577,2072812,2099084,2076690,2190651,2203065,2267495,0,2435472,0,0,0,3
376,0,0,0,0,0,0,0,0,0,0,1810080,2013502,1443396,0,0,2106019,0,0,0,1850610,1813546,1858580,1845677,1690201,1213196,1115693,1142771,740571,727228,748944,840622,844989,891345,904049,771318,769987,898338,736927,797508,809811,742178,780762,792050,877066,875495,839055,874886,877217,894320,774897,907511,999169,1011481,956242,1069127,1036814,1146162,1293918,1287875,1313853,1304174,1449914,1384360,1465149,1476296,1459507,1492290,1427227,1350452,1388667,1294982,1269998,1306683,1237370,1186313,1185826,1255743,1444196,1494720,1574504,1633942,0,0,0,0,0,1834343,1969572,1777010,1842603,1712933,1751599,1844656,1727084,1999956,1976822,1964567,0,2047017,0,0,0,3
377,0,0,0,0,0,0,0,0,0,0,1723086,1816358,1375506,0,0,2316353,0,0,0,1801345,1835382,2136761,2466532,2045604,901318,937331,809476,478599,454970,514684,605954,569254,613096,601501,652415,603537,612382,435504,466461,484746,466358,525836,511031,623262,615901,511473,592626,551467,589182,706338,899700,1013575,1058831,672653,1115797,736460,1198732,1348008,1338491,1336468,1330738,1539791,1601672,1716315,1711178,1663223,1682810,1630552,1777797,1599524,1754072,1711810,1704713,869148,1126156,1135437,1217986,1810242,1850680,1902588,2022966,0,0,0,0,0,2310134,2294422,1852711,2045734,1943712,2108042,2149586,2165108,1923619,2341324,2154899,0,2288151,0,0,0,3
378,0,0,0,0,0,0,0,0,0,0,2070891,1955536,2229988,0,3004021,1574855,2718723,1009,0,1688162,1678911,1294259,1419350,1443330,1459747,1325136,1229329,707560,669352,713427,726189,779652,815903,819212,580720,598615,832227,577081,679460,670016,603809,579473,582548,638880,758250,698456,625319,753406,850598,575287,618230,670853,692127,955260,736803,1149453,810019,953932,926514,962266,937259,1014355,1051557,1014477,1043919,1134786,1105940,1098873,1033998,1024581,1098025,1089851,1109348,1361833,1437803,1399841,1394241,1227872,1285554,1299776,1366447,0,0,2085787,0,0,1408030,1573640,1598399,1624504,1440668,1423060,1561895,1398766,1808385,1359892,1391043,3163274,1594519,0,0,0,3
379,0,0,0,0,0,0,0,0,0,0,2325617,2110121,2206826,0,1870258,2201332,1618618,1434,0,1680687,1869526,1957883,2031278,1763927,1754342,1693319,1475305,714196,670913,749377,737408,798181,854677,854575,686158,665749,922447,673584,697435,707356,693904,651227,682103,647084,793810,728317,687284,745641,781449,754651,823096,864103,922041,1159806,1001853,1319251,1064234,1120305,1126300,1148916,1141046,1277393,1489793,1498952,1514642,1544872,1516349,1532685,1488980,1445449,1484463,1477402,1514960,1623686,1798462,1729826,1788622,1664195,1641434,1700117,1752336,0,0,1272209,0,0,1938312,1976952,1860928,1893264,1891564,1900734,1944058,1904060,1849784,2104233,2035936,1963062,2074943,0,0,0,3
380,0,0,0,0,0,0,0,0,0,0,2978419,2699345,3296696,0,3146158,1733082,2721872,1094,0,2033543,1929113,1548817,1668202,1477540,2133619,2081090,1899410,993431,996382,1051485,1055718,1157546,1185004,1253314,898625,909618,1349242,949506,951024,945217,937397,919873,960061,981974,1064924,950687,985194,1005049,1043193,933911,1003526,1036284,1090132,1610041,1110057,1751983,1145915,1167577,1199368,1206359,1215730,1231631,1268557,1258773,1265608,1307120,1260144,1294889,1236891,1266774,1225546,1223152,1271575,2030039,2275553,2247520,2310077,1344515,1309336,1325244,1443859,0,0,1845606,0,0,1609219,1641267,1899422,1986421,1763494,1716213,1999101,1633950,2305321,1625780,1597312,3369679,1693945,0,0,0,3
381,0,0,0,0,0,0,0,0,0,0,5365198,5165302,5111166,0,4288573,3599826,3884515,1149,0,4616407,4393958,3311769,3682100,3239092,4617671,4619699,3783475,1797111,1768132,1854692,1744949,1957190,2090120,2210395,1249386,1204241,2377290,1283291,1459186,1508503,1323910,1206296,1264926,1243805,1775353,1601708,1293867,1691557,1846976,1319757,1449625,1537019,1614395,2880786,1691549,3323915,1745004,1899430,1814034,1853451,1839409,2026129,2159774,2180163,2242152,2275107,2280815,2212426,2265693,2082787,2388605,2445091,2608575,4246411,4899378,5013263,4999176,3141117,3212958,3170242,3324535,0,0,2946628,0,0,3651547,3507339,4205420,4310544,3844068,3749627,4328501,3658005,4910205,3530086,3275660,4324202,3647204,0,0,0,3
382,0,0,0,0,0,0,0,0,0,0,7218372,7850691,6100140,0,0,10625122,0,0,0,8902879,9578736,10275666,10849058,10498097,17450919,16449917,16582717,11718814,11707783,11888858,12335891,12366234,12109402,12065131,12454119,12324217,12377857,12560384,12400594,12422901,12718369,12436313,12760665,12810279,12278853,12254143,12955221,12185820,12112181,12784614,13277201,13499793,13751859,14664947,14122888,15673416,14876281,14502957,15239950,15100094,15572226,15420808,14214494,11865070,11966941,13069051,12761979,13733380,11347352,15494386,11198528,11125730,11028895,17270683,16794958,17063571,17818980,11591993,11891215,11624675,11067528,0,0,0,0,0,9946594,10655941,9882298,11004843,9328087,9942409,10151240,10418723,8413898,10766317,10102032,2220702,10554825,0,0,0,4
383,0,0,0,0,0,0,0,0,0,0,40870,63429,31917,0,115344,104815,0,0,0,171186,141446,109298,151498,886153,1397373,1339982,1224846,811197,944696,705276,1090788,717708,776294,840550,963957,798286,922406,1035980,1034394,1151219,1067937,992154,944982,915351,1210324,1225897,877551,1218186,1168125,1264139,1406003,1742377,1680803,927705,1744766,1065889,2094494,1447037,1784322,1493958,2306890,9375747,889349,1084555,1048415,1154557,1193598,869330,1657519,11524700,1677644,1614995,1544371,1362851,1353987,1534176,1735867,1384318,1160429,947788,997624,0,0,0,0,0,134597,577490,185521,220122,324223,3215420,247625,5383449,126595,90718,126673,224353,139403,0,0,0,4
384,0,0,0,0,0,0,0,0,0,0,1104981,1131142,1019210,0,1696413,1349315,1269443,0,0,1075949,1083769,1270573,1309877,1057652,3031618,2899626,2633793,1681759,1647822,1692421,1789695,1789184,1898462,1951234,1314631,1311167,1995657,1356916,1412810,1489133,1418308,1351880,1376240,1351815,1838732,1570628,1401159,1631773,1699820,1349520,1424191,1488937,1492591,2265748,1551425,2440398,1591947,1245269,1500292,1375020,1605967,1532857,1223393,1188521,1217504,1268650,1252707,1238731,1133116,1669920,1115998,1076715,1076379,2880255,2905699,2940221,3077946,1025496,1000779,985563,995416,0,0,0,0,0,1266687,1194192,1193582,1321119,1509119,1890376,1278599,1519319,1118224,1331534,1265220,1305158,1267149,0,0,0,4
385,0,0,0,266500,0,0,1689700,0,0,2036900,4860583,4723545,4748879,2703200,4932163,3255195,4673278,4118182,3528000,4066559,3986240,3087327,3354108,2570860,5129508,4881361,4747981,2765414,2672658,2904274,2914145,3152950,3349471,3369251,1881405,1880777,3468182,2166950,2211350,2352415,2255128,2096513,2205399,2008351,3049992,2517432,2121188,2618247,2832565,1927988,2006958,2103489,2252583,3947621,2445884,4328826,2473240,1972656,2203022,2096272,2453688,2111543,2038203,1892939,1873639,1945991,1904267,1989691,1877046,2130178,1874925,1877082,1946385,5120456,4764309,4871031,5142820,2120735,2175461,2265253,2399144,3370400,4357551,4613635,0,0,3227463,2934343,3858727,4059888,3656441,3612850,3979659,3409227,4381386,3287067,3092986,4992520,3101151,0,0,0,4
386,0,0,0,119440,0,0,731960,0,0,891900,4499840,4458855,4144144,1141400,3360901,3906241,3560029,3741704,1387300,3531389,3373189,3659111,3561737,3440498,6765353,6450669,6114861,3875670,3846883,4047599,4017196,4722404,4749457,4718512,2915602,2911518,4625372,3434590,3675234,3599449,3608036,3224426,3441530,3066881,3983353,3479538,3260664,3506274,3580348,3038043,3121320,3212871,3355985,5157592,3526129,5664467,3548688,3068654,3293302,3162134,3578401,3226617,2964659,2717530,2817283,2926562,2915281,2958863,2673832,3194039,2682349,2778912,2884372,6615247,6574854,6492502,6657782,3236435,3292177,3319858,3382854,1298800,1870017,4148273,0,0,3432758,3745818,3292162,3294497,3105696,3940786,3151164,3576310,4072087,3710278,3690152,3766435,3847762,0,0,0,4
387,0,0,0,70080,0,0,475720,0,0,602700,2874540,3075682,2451071,729000,1894335,2330791,1603220,1141030,768040,3182630,3268257,2306534,2358207,1964638,5786723,5453880,5540085,3682431,3485831,3945675,3696308,4299453,4450027,4443376,2693794,2695923,4498585,3219034,3277353,3448675,3377091,3115977,3266421,2875471,3882044,3583944,3045636,3628142,3754589,2702811,2794578,2812884,2935064,4902209,3096659,5274341,3159329,2625181,2944179,2794921,3189091,2825612,2591854,2454939,2473970,2499965,2475692,2561647,2325780,2828771,2307029,2304979,2312865,5756272,5303427,5378847,5513425,2403775,2367717,2312718,2007589,798800,811954,1366389,0,0,2270447,2141994,3068629,3071017,2563187,2449005,2872235,2434525,3176352,2380229,2314825,2237476,2198846,0,0,0,4
388,0,0,0,80300,0,0,543500,0,0,641400,3713736,4079220,3329443,802860,2481747,3181658,2159224,1637126,1120640,3891073,3643730,3053007,3402229,2648327,6273432,5845156,5898587,3769944,3690691,4028083,3903544,4410679,4555268,4553678,2883839,2855779,4576510,3409545,3211597,3491497,3408741,3257865,3439100,3052182,4053368,3725972,3212913,3767368,3790407,2941636,3040271,3080887,3165462,5143104,3313504,5553812,3496491,3175179,3438858,3323728,3625651,3466592,2951110,2708796,2827080,2915851,2931713,2936078,2691549,3436057,2587231,2601680,2556290,6363753,5571720,5519824,5481685,2698312,2656665,2663682,2680613,949700,1330126,1922419,0,0,3293481,2825674,3483016,3515691,3078759,3211212,3343947,3672675,4017132,3323460,3074751,2940756,2996265,0,0,0,4
389,0,0,0,52160,0,0,396140,0,0,410860,1833500,1868831,1746149,556640,1529600,869529,1440080,915905,622520,1584431,1285582,838639,919909,616308,1729550,1684620,1594369,1032880,1052846,1047728,1082361,1099605,1126107,1135955,704302,703991,1171519,861952,823897,915419,867192,842440,865794,740180,1100804,976184,788313,1022287,1035299,719430,748542,754856,766344,1375912,784497,1546688,816579,783365,823536,820529,849460,832108,647508,549478,617137,664848,661391,662920,564155,784459,568692,600615,618402,1732078,1623858,1612861,1646525,640723,602950,577091,598246,592580,725001,1318141,0,0,945061,758795,1166861,1144704,1040235,995446,1100802,1043726,1823884,881959,829591,1710322,852600,0,0,0,4
390,0,0,0,97440,0,0,745400,0,0,848200,4048733,4328686,3683853,1047960,3290174,4122329,2998385,2094331,1340300,4156626,3926738,3899867,3524596,3391409,4885591,4772356,4546695,3062621,2922433,3200500,3064323,3325795,3308412,3306987,2679377,2743464,3402443,3149653,3064399,3026183,3218927,3050737,3152209,2888566,3268078,3102102,3060907,3117759,3196536,2764655,2874034,2902831,2986726,3846607,3322923,4172624,3421527,3252064,3447789,3435797,3531415,3450884,2963490,2867144,2839053,2877157,2952236,2906674,2816018,3475801,2731523,2767155,2853286,4894701,4878671,4920129,5094745,3062750,3087396,3185533,3212639,1282200,1614659,2667266,0,0,3278385,3795325,3870970,3941564,3291351,3189859,3811349,3427256,4469502,3939075,3958901,3604363,4014481,0,0,0,4
391,0,0,0,27420,0,0,157880,0,0,245640,1787857,1842859,1572469,334585,1105636,1420038,995147,466424,368940,1812891,1769217,1401707,1472444,1139414,2035015,1989342,1932097,1468764,1441106,1554433,1456946,1647330,1668282,1689865,1205297,1164624,1685396,1265202,1295091,1374768,1268356,1232082,1302977,1210360,1458986,1384543,1247540,1410772,1440336,1210342,1257523,1285107,1278068,1789861,1306503,1854997,1314324,1294357,1354994,1348907,1382334,1371790,1183216,1137360,1133867,1134219,1136090,1178119,1155671,1331483,1169534,1152880,1139198,2045660,2041649,2029460,2039685,1186164,1219213,1177374,1129290,377535,365402,761758,0,0,1461551,1246425,1737623,1757108,1663835,1655057,1755260,1560560,1923771,1489666,1365931,1372177,1345122,0,0,0,4
392,0,0,0,43160,0,0,299960,0,0,311520,5043433,5338648,4450699,318560,2725782,4090978,1980733,837132,363200,5253010,5030563,4049425,4192079,3241613,4329027,4249671,4192116,2902260,2808090,3099623,2882291,3396913,3435298,3500189,2120689,2152936,3436086,2553395,2537063,2615274,2576612,2438418,2578598,2300251,2951156,2703457,2445665,2819514,2937416,2135479,2197286,2260668,2300764,3759491,2318712,3922375,2389866,2418345,2446895,2461998,2504775,2648907,2543599,2549424,2542837,2571487,2581225,2625819,2585058,2727972,2590367,2547828,2636495,4378691,4282558,4370850,4499243,2864789,2925228,2989865,3136797,376200,478361,1521028,0,0,4081689,3598341,4987221,5041784,4466904,4429833,4787521,4236619,5429068,4211040,4038959,3770266,3848039,0,0,0,4
393,0,0,0,4250,0,0,43795,0,0,47805,2117809,2418206,1526348,64870,564347,2867475,416042,327244,160080,2563267,2565160,2843148,3022515,2321653,3208254,3122161,3120614,2119755,2065942,2269142,2101257,2376709,2412677,2530577,1665183,1699717,2546189,1895060,1959508,2048520,1931972,1810353,1904433,1788037,2068114,2086298,1861051,2061210,2107114,1679944,1727178,1731441,1755915,2884755,1782319,3029710,1859770,1922995,1930857,1922284,1994088,2069758,2013547,2020454,2035673,2073478,2022282,2081148,2055100,2106009,2090060,1961451,1926870,3194535,3118398,3137953,3249075,2091595,2114158,2149130,2258270,88260,256080,367212,0,0,2985729,2527543,2591799,2561653,2662748,2846276,2670348,3029155,2501052,2973053,2815669,970410,2657556,0,0,0,4
394,0,0,0,29860,0,0,351920,0,0,451080,2282094,2060773,2105757,600570,2071477,1681071,1997480,1486294,685467,1607694,1776131,2079120,2184546,1461081,3261115,3423482,3041631,1847261,1776241,1889638,1811497,1944620,1865725,1906437,1497152,1594664,2025830,1612048,1566408,1579002,1582817,1793917,1802510,1818489,1937676,1614559,1899643,1670535,1854189,1465411,1635242,1592519,1594444,2563734,1632684,2801317,1750233,1696384,1869739,1821045,1990116,1670153,1506652,1519282,1589397,1565311,1630539,1502628,1611230,1588694,1651125,1566998,1465714,3041783,3219242,3181420,3306979,1518775,1529846,1462629,1477270,608700,1141083,1746841,0,0,1805289,1667318,1709168,1805887,1459550,1373098,1735352,1421701,1761114,2283689,1799661,2076012,1680430,0,0,0,4
395,0,0,0,481400,0,0,814560,0,0,978200,2552581,2340290,2415124,1246740,2128673,1982690,2099687,1863297,1486700,2063310,2007435,2048321,2020278,1514998,2013913,2247437,1122769,762363,821292,755321,874288,779957,852788,938019,714518,681189,888949,691838,731445,713405,737578,701751,722654,665191,796461,693143,684068,702143,742314,753732,882097,939174,963837,986586,1006464,1034520,1128677,1056084,1094750,1098303,1160683,1098529,1070640,1253600,1255212,1145123,1212896,1117961,1320380,1108349,1334404,1334288,1334820,1434583,2496326,2556881,2673323,1440904,1472479,1489400,1502210,1399400,1697931,2036984,0,0,1726931,1772041,2091771,2197913,1971486,1915711,2188468,1819335,2165134,2163996,2011305,2281869,1902168,0,0,0,4
