1927-28,1967,1943,1949,1952,1985,1911-12,1915-16,1908-09,1904-05,1938-39,1912-13,1975,1974,1946,1926-27,1999,1948,1906-07,1947,1930-31,1934-35,1956,1920-21,1941,1981,borough,1933-34,1988,1984,1936-37,1960,1937-38,1978,1989,2005,1905-06,1998,1970,1986,1954,1951,1964,1996,1919-20,1922-23,1955,station,1993,2000,1991,1980,1969,1958,2003,1907-08,1924-25,1945,1972,1965,1968,1957,1971,1987,1992,1976,1910-11,1997,1917-18,2006,1935-36,1923-24,1950,1962,1979,1916-17,1913-14,1963,2004,1929-30,1961,2002,1944,1982,1925-26,1932-33,1994,1940,1990,1966,1953,1942,2001,1918-19,1995,1973,1931-32,1921-22,1959,1928-29,1977,1909-10,1983,1914-15
3873387,2262269,4480910,4173502,3280738,1365225,253288,391382,0,0,4000843,305402,1723605,1803319,4687865,3408825,2012461,4534109,0,4652869,4474845,4300318,2415324,729420,4121887,1561789,3,4382798,1426828,1399892,4156177,2179601,4013942,1653923,1400242,2077355,0,1877324,2037937,1314044,2666049,3705364,2351823,1555125,613322,1121256,2468375,244,1317734,2188249,1211768,1591363,2182907,2265743,1993261,0,2285390,4360641,1828932,2270662,2207344,2323593,1931537,1368698,1263612,1657387,0,1591860,465393,2117306,4435051,1695068,4010435,2357675,1730402,423225,359283,2395423,2037029,4492773,2317882,2103693,4282373,1514465,2955518,4250825,1458331,4121196,1239492,2206590,2938961,4418655,2193807,513320,1530450,1776715,4337331,902787,2208182,4243727,1639923,0,1442782,347911
6329384,4946927,9781110,8775195,7238367,3377313,916161,990911,0,0,8434147,932211,4219028,4336120,10325092,5873323,4541767,9472160,0,9909759,7325902,7129891,5680300,2070241,9160968,3973181,3,7201251,3164512,3520568,8056250,5236951,8231997,4031914,3324466,5049980,0,4200704,4764233,3123491,6075421,7773894,5101937,3417241,1323107,2961004,5803731,245,3426174,4891156,3279250,3998340,5122440,5344883,4698501,0,4530003,9601250,4291931,5007357,5041821,5513802,4454599,3127290,3306119,4109156,0,3584639,1086087,5222753,7440654,3664143,8339705,5319794,4196108,1032003,984971,5256785,4895857,7307542,5308485,4937319,9513283,3808567,5423285,7155618,3289762,8756680,3428340,4764384,6621669,9791152,5004061,1085672,3260421,4251450,7239110,2535517,5218566,6789890,3989900,0,3680440,968026
2469078,1667316,3195178,2688801,2216345,912903,426593,613729,0,0,3026641,478496,1246838,1285844,3265425,2345905,1493698,2956766,0,3117418,3068872,3008886,1802043,820941,2977910,1159250,3,2987560,954135,961783,3081966,1635301,3058409,1223658,965600,1602124,0,1403160,1508929,848433,1901531,2365794,1735547,1013970,732414,1318801,1804056,246,922510,1599228,907673,1191893,1640668,1665595,1520192,0,1941403,3092935,1337134,1689793,1646123,1736424,1419919,910627,915791,1203732,0,1049907,602218,1662721,3095482,1685909,2559736,1734997,1271031,604042,553209,1753210,1598614,2969270,1698882,1578210,3049736,1102091,2133046,2909734,1038490,2998959,940719,1627849,2041454,3175538,1615247,590951,989912,1293847,2975814,1086576,1639585,2650413,1189894,0,1015147,594889
3466203,1664683,3296581,2879421,2321484,1218551,508605,754055,0,0,3290616,569127,1386055,1418147,3476355,3268245,1665382,3120369,0,3269271,3722473,3542325,1801316,1294594,3194060,1378442,3,3501597,1226927,1247876,3431844,1657606,3318735,1381978,1215700,1806765,0,1529566,1587878,1129737,1934735,2542787,1759699,1173092,1004511,2108750,1818810,247,1121656,1791034,1103688,1413412,1688539,1711424,1685260,0,2928567,3284342,1427227,1715473,1669677,1741802,1500938,1178674,1103127,1347141,0,1229070,797327,1856023,3558043,2573469,2743922,1712399,1466299,788219,663752,1711234,1754904,3628261,1706378,1758499,3232683,1332144,3116230,3431175,1176963,3214281,1145341,1622185,2105392,3273843,1811791,788860,1148959,1383582,3492002,1766027,1684848,3533765,1329859,0,1281796,683579
1141732,825648,1644935,1257493,1064908,582259,469888,519940,0,0,1600621,486296,697259,701134,1635601,1112466,728469,1462565,0,1561428,1284901,1160910,944240,606452,1576926,633290,3,1178432,410105,602555,1187209,837727,1433015,653404,531272,779514,0,706055,753289,534008,1006219,1112252,831963,576390,603112,791186,957285,248,463405,778430,460359,652569,818201,887433,718489,0,1007953,1563451,701542,844488,821420,905157,722510,456976,447370,656934,0,601487,525216,797993,1195750,893406,1178759,854262,674912,504680,503150,851776,800475,1305941,862078,767811,1576086,633019,1053054,1160239,589143,1619484,496652,806876,1019177,1670977,790631,524225,566587,674967,1193230,739294,858107,1202521,640028,0,580076,497776
3192125,2080538,3513281,3446814,2892287,2298449,829933,978581,0,0,3436971,876868,1990641,2019816,3881564,2951538,2572379,3660072,0,3795431,3332955,3250255,2376145,2020858,3259374,2375300,3,3168502,2287554,2336621,3460947,2216054,3419119,2047834,2157911,2862287,0,2352391,2049156,2153610,2474109,3088285,2104389,2008646,1211306,2298496,2389588,249,2013612,2778820,2019031,2266373,2130330,2255908,2653078,0,2604672,3541643,1927102,2075667,2101983,2309359,1987532,2284684,2001959,1982190,0,2042657,1104148,2847620,3426202,2449116,3274035,2172106,2244940,1081112,901535,2139039,2746599,3379359,2195639,2798646,3461514,2377489,2761191,3064665,1880608,3348848,2134107,2003676,2658809,3466257,2862955,1095515,1909276,1959255,3088102,2233936,2253531,3256064,1989994,0,2464665,897724
1665099,1275955,1814765,1803155,1420007,1207367,878087,850657,0,0,1573725,875947,1043146,1071994,1943754,1659720,1582311,1877007,0,1897351,1779427,1639297,1071311,993670,1614917,1212271,3,1635032,1259014,1213098,1682864,990408,1616054,1082850,1286293,1654061,0,1490237,1176162,1280924,1165274,1571785,1250754,1091570,861643,1365257,1084448,250,1079344,1720662,1145275,1170769,1266718,1006401,1630550,0,1525941,1823403,1073681,1249882,1270185,1035209,1115037,1269379,1152626,1017027,0,1255932,766996,1735244,1693586,1432146,1716878,1190362,1177399,816852,872435,1219096,1690727,1779269,1116018,1694013,1789486,1230700,1583153,1629306,1267379,1589034,1231052,1232388,1262136,1753196,1737000,739478,1157396,1053364,1662805,1279206,984484,1731321,1038953,0,1206256,834831
1177898,617037,1087081,875887,722185,598183,496722,453727,0,0,955188,500643,512166,520614,1082724,1178192,796981,982000,0,1020764,1212033,1025162,609112,551910,977051,606742,3,1044768,698771,583538,1007862,567273,978525,545742,621062,841253,0,766406,540664,505845,646726,751959,621657,660623,485034,848919,619468,251,569189,866816,531203,591154,579127,573249,784967,0,1052691,1061740,527259,609417,604810,583421,541481,626463,513758,500373,0,654544,429229,847945,1041778,933597,806488,604935,600566,456936,480647,618822,823617,1223241,580050,818145,1051111,614103,1118359,1081397,488928,966256,578144,588670,689011,1055338,869742,421866,523139,505805,1097452,724328,575399,1160624,489438,0,570086,474952
5290623,3433059,6609405,5912813,4855843,4110395,397925,599015,0,0,5936212,424246,3266864,3316977,7115633,4870918,4495304,6458386,0,6781453,6214243,5465239,3967201,2772551,6005873,4065214,3,5566357,4064644,4139959,5708869,3706592,5798543,3462191,3960171,4688554,0,4218228,3469934,4022824,4201903,5213845,3541586,3524829,1425592,3502441,4027578,252,3520741,4930357,3539127,3881672,3631922,3757045,4667324,0,4179105,6627843,3239321,3496014,3529923,3837139,3393902,4088939,3523236,3168157,0,3641919,715389,4648529,5605569,3763220,5541009,3666406,3823458,643557,493765,3596648,4715963,6197506,3693111,4995179,6547538,4055203,4338839,5851379,3440673,5981868,3760918,3313276,4548486,6537703,5030954,735574,3448188,3291331,6087017,3203262,3750695,5626358,3286132,0,4200451,526492
1604974,1274975,2350472,2207908,1729478,1315720,388830,479301,0,0,2060519,371509,1187279,1170064,2457268,1528297,1607761,2267686,0,2312655,1950949,1981344,1262311,521211,2195859,1294026,3,1952326,1152349,1337919,2069718,1083368,2050013,1247521,1151141,1635068,0,1523453,1234147,1056877,1361378,1933951,1244450,1138835,508271,951108,1290317,253,943835,1757033,1018859,1290869,1333956,1133136,1495677,0,1280612,2320223,1135098,1236032,1295077,1199937,1152932,1158179,984107,1146312,0,1235778,477549,1724314,2038620,1093377,2082542,1188598,1316624,528501,391285,1228532,1571519,1991045,1116988,1634039,2279740,1327373,1402020,1865675,1256410,2114458,1098664,1214469,1510876,2328134,1743762,559140,1257174,1129980,1824003,748154,1098788,1821629,1120752,0,1265568,418332
2133254,1054505,1752629,1721365,1431303,1390454,0,0,0,0,1574760,0,1326640,1324697,1992372,2225659,2514565,1935850,0,2028113,2079571,1634142,1187548,1031901,1644562,1543006,3,1632355,1241569,1567217,1611959,1052852,1585369,1307690,1347281,2544058,0,2402023,1351303,1134083,1225188,1522420,1071576,1947281,0,1626876,1177553,254,1740828,2585810,1510899,1427460,1327206,1083424,2317389,0,1942767,1850809,1250619,1045131,1145330,1153887,1347924,1176827,1664965,1263612,0,2138368,0,2727645,1652402,1790656,1626064,1103802,1418481,0,0,1103386,2453555,2159180,1058915,2467926,1787095,1632527,1982813,1690407,1902423,1571959,1533748,1014859,1346661,1736267,2530853,0,1734592,1278371,1881483,1461590,1059584,2114677,1275417,0,1653045,0
970300,428757,754025,637285,562862,168869,793030,784007,0,0,768413,813743,298941,307830,760189,977131,69661,694169,0,746844,818045,812315,470861,625071,718954,212812,3,817041,130973,171826,812811,447742,767794,269943,118910,602103,0,121713,442576,154735,496706,587711,466070,157706,1011372,715604,472715,255,136583,508091,117753,259188,453354,445244,562379,0,800978,749996,367744,444196,430352,461534,409460,146829,121752,270682,0,164282,913127,697221,834822,742350,616143,457690,286442,852476,797337,462427,573937,831976,455054,631818,736914,165579,852925,805991,146912,687424,121890,409446,540341,751290,617390,890241,148325,327636,795103,673567,450194,858470,257381,0,197186,748634
3061836,2439358,3878631,3543231,3088337,1004602,0,0,0,0,3105234,0,1671928,1779691,4232696,2518005,1979582,4200497,0,4365817,3327006,3383438,2510195,0,3626862,1225926,3,3412803,857698,1034465,3445294,2536198,3161195,1460525,786366,1680475,0,1885791,2032819,910788,2637267,3195889,2702988,1628677,0,0,2431865,256,1544877,2071504,864897,1335549,2228727,2652952,2040891,0,75616,4089123,1821823,2534812,2265404,2537801,1941886,899881,1239389,1530674,0,1677674,0,1562494,3479755,0,3316140,2615653,1438173,0,0,2679415,1950685,3355905,2616037,1989368,3957040,1132948,2008652,3264910,1662270,3362770,771811,2434566,2884750,3857303,2012259,0,1620561,1721205,3349499,0,2565151,3233139,1423811,0,1132733,0
269909,755434,201461,212080,231515,548561,0,0,0,0,203468,0,636877,710703,193280,275633,478010,194813,0,205262,279578,242326,370607,109085,178530,540818,3,271324,533407,552968,239906,445513,203412,573937,436182,431424,0,503561,796759,577445,230439,215958,365310,458647,100601,333850,328936,257,429277,504119,411747,542790,828678,418730,0,0,286576,196321,728854,805383,727177,412161,761737,565483,432548,589010,0,436863,0,488886,285797,325729,177194,238335,586370,0,0,257905,250902,256054,392911,378933,194442,539470,271950,288803,459499,184108,391356,759963,224202,182772,544204,39272,486295,690531,303183,261812,438597,268652,552273,0,555977,0
392142,777512,464741,365113,285488,778100,0,0,0,0,342090,0,684859,720088,466590,335473,849007,435734,0,463768,488083,395686,513692,23345,368277,720613,3,400789,793910,775190,355674,820441,329864,727280,783280,891068,0,810209,785088,840176,284455,313501,864357,710475,73740,102714,446036,258,709016,892584,684862,713807,848023,750686,2009044,0,171112,455198,709714,842110,798488,612476,741702,846703,705794,664335,0,722137,0,887558,406099,133541,319282,897007,751209,0,0,888050,1258144,474330,908571,1286868,442940,709387,256606,415556,710291,330754,755499,776635,277165,413521,928461,22014,722244,691049,484625,34535,752442,451505,683394,0,750978,0
471719,599473,619517,554087,437928,544213,0,0,0,0,462524,0,459892,494489,582916,426560,637046,580269,0,588854,590845,544076,714455,32176,496423,463921,3,617581,543383,528344,520564,774246,475608,481173,486722,653891,0,603561,586853,593025,391167,494728,719299,503259,100715,255956,628821,259,466417,677118,441510,466068,625975,759275,682742,0,336520,566613,521921,693206,590092,759838,552577,578657,453822,425354,0,523200,0,659851,563943,323410,529491,762871,497538,0,0,744395,659164,558626,795008,752875,579511,468339,388014,618912,491744,437807,464331,605143,403077,568884,720386,13567,500245,504259,636920,88287,763573,523233,433489,0,508503,0
742961,808629,917750,755339,700925,904911,0,0,0,0,825323,0,794720,834418,904448,633733,1018831,816593,0,899436,865326,943260,1005272,203702,872879,764345,3,990782,882261,854060,882508,1122277,816096,762800,825552,1024797,0,936606,931114,1000560,655597,704400,984556,829959,127580,237700,867497,260,775469,1062204,783563,753954,971567,1101145,1133573,0,469462,859343,868950,938280,825010,1059371,904394,958455,809477,732636,0,810407,0,1078416,931473,403969,710764,1064319,786414,0,0,1016114,1074326,855876,1128121,1214280,871384,765014,532532,961037,818961,842192,762360,817395,661309,906901,1176295,39947,827815,830984,981841,194913,1089146,819193,709620,0,831374,0
743537,714788,1202417,943425,792899,604827,0,0,0,0,971416,0,519140,569136,1152096,621807,853884,1043357,0,1115396,930988,1100854,980092,106134,1088726,554522,3,1125609,704691,598384,1057348,917112,986259,542679,715470,823942,0,791610,659563,642891,766817,833605,828439,728287,109661,192024,914138,261,687494,893706,654733,558185,701469,959239,823420,0,345697,1137137,581817,787563,705630,982431,608353,684555,667242,505533,0,726524,0,844776,1136079,300592,882033,899175,572088,0,0,861904,822928,909259,926480,909273,1160441,552309,496538,1129166,728596,1043177,699618,714473,763518,1150784,919610,21247,723405,573288,1119099,154162,931754,860546,500279,0,588185,0
1022676,799055,1099519,799083,689185,719179,0,0,0,0,1046910,0,666793,708776,1034395,930954,932632,931212,0,998121,1278861,1245044,962354,299897,1034926,680222,3,1327257,736073,722424,1170196,996870,1079065,672782,743420,956171,0,860170,803913,767969,663207,703127,878025,755353,263089,436366,864167,262,731699,980643,690410,679212,840875,1000612,1002106,0,637160,1026874,725670,853063,810947,999723,752506,752684,720334,642985,0,757296,0,995080,1234917,562968,743676,978575,712840,0,0,927810,980617,1254617,1013456,1060932,1055607,667385,797574,1313326,739949,1040081,721236,789596,658308,1095562,1046714,58823,742631,705351,1366225,399273,988992,1137667,643610,0,715352,0
211026,128058,137039,91027,72406,143412,0,0,0,0,139788,0,101143,109783,131107,212673,339813,112067,0,133359,208157,183780,150753,195149,127362,103235,3,193826,203943,133569,164312,164116,146264,114451,188801,411856,0,265960,124222,168351,69475,83455,152189,153612,197197,216160,126201,263,145865,363739,137397,107564,143469,162278,478962,0,225738,125288,109234,156928,130646,159289,121141,196722,139080,98554,0,171527,0,426546,172432,226448,87794,165144,111985,0,0,162368,442295,209231,169069,471204,128955,100974,214025,200989,148989,129612,160011,132169,69114,126866,422274,44674,152410,105804,211436,238928,161972,214118,99440,0,133615,0
947475,619902,788327,602896,515056,417646,0,0,0,0,766225,0,461259,480658,784879,814931,688229,696859,0,762272,1062105,878310,673909,515873,759925,500443,3,921280,517708,424918,856644,698265,793352,505929,501917,720435,0,620728,578767,452513,509293,546489,652964,435558,482310,673228,634689,264,415793,755743,394615,532350,590868,701285,738137,0,757138,741414,506030,646963,618100,685898,544050,492812,394768,458262,0,454696,0,735127,883325,872826,569515,700123,556906,0,0,678734,728014,1046437,705368,808404,759968,438054,769310,901624,433357,744806,483374,610791,509234,785972,826442,122919,437202,483806,967980,613832,709088,1015245,459334,0,428447,0
1880516,1140699,1476909,1134780,927711,1172437,0,0,0,0,1439822,0,1171461,1231950,1472954,1821279,1126006,1326300,0,1411293,1845855,1624122,1285825,858438,1342623,1087298,3,1776266,1049225,1146932,1551955,1324845,1452602,1050613,994714,1200691,0,1039272,1347561,1210970,918559,984590,1276992,937550,701571,1179219,1214629,265,918735,1158753,962868,1102602,1389646,1293995,1236767,0,1586355,1419127,1288199,1237470,1182867,1312775,1339381,1119564,958226,1083367,0,931790,0,1272092,1631718,1387243,1057236,1342421,1112640,0,0,1300043,1215221,1864919,1361387,1269537,1415056,1052585,1678690,1772177,928043,1366947,914022,1123811,904053,1453139,1238326,165449,928825,1225092,1806961,1032620,1302119,1881924,1011512,0,1122956,0
2164642,1294996,1118508,856906,685615,1182603,0,0,0,0,1152449,0,975366,1041544,1139328,2179522,1319344,1009577,0,1108615,2154291,1595218,1413845,1529242,1060687,1108932,3,1846080,1143259,1161497,1362017,1372490,1185739,1037131,1122260,1387576,0,1218411,1214415,1229861,755044,720176,1386238,1131141,1240510,1887291,1316806,266,1079661,1383950,1048696,1079846,1305186,1452860,1358575,0,2242042,1127327,1070590,1359930,1315556,1459506,1147258,1199108,1049440,962459,0,1117224,0,1449069,1525881,2095663,783869,1382404,1125964,0,0,1379276,1365505,2141965,1364720,1446975,1119536,1092132,2215399,2078412,1093738,1146353,1084692,1256904,663056,1082939,1456372,276517,1107902,1025339,2146766,1702043,1415949,2098178,965707,0,1138667,0
0,2325108,6684316,6232300,5394544,1802031,0,0,0,0,5918653,0,1813010,1919896,6900691,0,2566814,6564576,0,6712356,0,3481268,3141519,0,6788298,1722397,3,1927550,1990049,1814212,4879098,2952662,5552777,1737222,2025389,2794222,0,2455185,2134227,1873772,4294047,5612918,2693361,2141696,0,0,3222976,267,2008746,2718439,1965422,1706135,2303975,2849693,2859021,0,0,6210393,2004790,2521602,2142530,2931363,2090379,1919533,2011789,1690449,0,2151818,0,2894749,4081577,0,5905480,2979313,1780475,0,0,2817148,2811906,0,3044513,2968013,6314994,1681936,0,0,2078524,6383630,2046998,2326462,4961386,6983999,2920039,0,2126147,1924377,0,0,2878020,0,1636922,0,1751351,0
0,952628,1615631,1315696,1131370,717351,0,0,0,0,1378448,0,614698,658178,1668903,0,1041603,1480030,0,1585882,0,1020144,999384,0,1520677,727508,3,676084,703558,729766,1219668,897512,1311985,698001,692666,1203764,0,932251,815411,704017,1076531,1167670,945452,806412,0,0,1001676,268,706027,1156434,704674,741344,878996,959864,1229338,0,0,1557089,732675,946218,908534,993479,771780,751600,695389,627901,0,819855,0,1356642,1163598,0,1241595,862378,750431,0,0,957090,1236250,0,862801,1231553,1534217,709363,0,0,757110,1465649,708034,906930,1105075,1608165,1218642,0,805781,696954,0,0,944587,0,642316,0,715141,0
0,1223395,2236648,2378899,2016962,1095707,0,0,0,0,2028395,0,901660,948100,2524421,0,1541525,2541794,0,2511654,0,1309232,1492646,0,2213842,1024685,3,881863,1074102,1091662,1692789,1443722,1875968,965632,1034290,1642495,0,1430618,1123367,1112406,1625715,2132265,1373574,1194812,0,0,1503312,269,1047494,1650783,1046098,973279,1211659,1432538,1722748,0,0,2241851,986781,1304479,1200094,1447440,1053842,1134663,1033203,869596,0,1233973,0,1809200,1513718,0,2332911,1444274,1012033,0,0,1420559,1713417,0,1460018,1745165,2184449,1019632,0,0,1116675,2138136,1039579,1193156,1827279,2244511,1729841,0,1163824,956082,0,0,1428911,0,878449,0,1074825,0
