1927-28,1967,1943,1949,1952,1985,1911-12,1915-16,1908-09,1904-05,1938-39,1912-13,1975,1974,1946,1926-27,1999,1948,1906-07,1947,1930-31,1934-35,1956,1920-21,1941,1981,borough,1933-34,1988,1984,1936-37,1960,1937-38,1978,1989,2005,1905-06,1998,1970,1986,1954,1951,1964,1996,1919-20,1922-23,1955,station,1993,2000,1991,1980,1969,1958,2003,1907-08,1924-25,1945,1972,1965,1968,1957,1971,1987,1992,1976,1910-11,1997,1917-18,2006,1935-36,1923-24,1950,1962,1979,1916-17,1913-14,1963,2004,1929-30,1961,2002,1944,1982,1925-26,1932-33,1994,1940,1990,1966,1953,1942,2001,1918-19,1995,1973,1931-32,1921-22,1959,1928-29,1977,1909-10,1983,1914-15
4790426,1901048,2908166,2791714,2176944,796355,2657633,2820845,0,0,2923285,2605955,1278159,1426591,3388954,4876854,882089,3276239,0,3449167,3699608,3093699,1823299,4176475,2814337,832448,3,3127667,747976,757050,3056658,1981152,2960131,933078,774578,1329822,0,995783,1897039,761187,1951258,2311021,2088727,798471,3965164,4765992,1876037,353,721864,878288,686210,848777,2015007,1879604,1179023,0,4900638,2994230,1639834,1990745,1905563,1849272,1767396,772168,696981,1102107,0,844965,2941615,1390938,3108755,4928997,2517668,2059196,921710,2854441,2748763,2083546,1279317,4026453,2072132,1150251,2797221,773648,4838373,3167895,759055,2800335,731069,1843763,2077741,2874073,889505,3270602,789302,1522000,3431976,4573599,1933017,4239585,939776,0,781407,2652339
2556984,1158109,1450363,1358948,1256385,580888,755391,970580,0,0,1460303,746529,727563,825433,1599150,2562450,652109,1553765,0,1633119,1992100,1521010,1163690,1757408,1448930,630121,3,1524183,565958,532673,1565311,1321525,1504972,654154,551004,993223,0,747696,1133901,591138,1109914,1315305,1339070,633575,1609691,2159062,1120973,354,529017,755744,514207,618418,1225394,1224790,808386,0,2492569,1467057,978836,1223996,1146130,1200683,1058907,605467,500729,641529,0,653961,1154863,1081542,1549403,2424010,1322723,1363841,652040,1134496,963168,1349270,891833,2059764,1384582,642028,1380427,592095,2518397,1566463,588498,1447640,544744,1116725,1181166,1467137,766967,1308029,631509,902729,1737064,1976506,1262785,2160916,616367,0,587025,949891
4504439,1793948,2716068,2686261,2295408,990645,1805192,1958397,0,0,3059000,1801270,1262803,1408101,3147297,4586782,1237776,3106853,0,3201555,3878418,3281638,1785479,3961304,2821438,1002388,3,3356650,914546,753555,3339031,1895180,3117546,1100106,1131636,2045577,0,1358625,1763811,1035942,1866851,2388664,1794609,1138793,3745357,4231834,1759351,355,1073294,1445183,1105399,1005500,1950810,1879271,1807115,0,4621814,2754700,1557070,1785737,1841923,1846716,1678597,1058118,1062283,1132206,0,1153043,2503962,2252520,3401117,4537336,2515445,1840946,1103495,2201914,2036543,1793487,1914063,4142227,1887245,1847117,2591527,933178,4587542,3417258,1114403,2949204,1223523,1685865,2130532,2818003,1717802,2978212,1131147,1448139,3631367,4132875,1871815,4199312,1057893,0,934917,1955176
5558164,1602025,2084991,2053383,1877848,1332250,1551394,2280628,0,0,2296182,1528692,1200314,1318195,2386527,5764273,1246103,2322980,0,2435967,3586265,2790674,1653950,4834935,2232586,1204507,3,2936492,1177641,1158656,2687623,1801678,2424553,1287372,1383255,1967143,0,1533753,1547603,1305659,1623711,1944156,1816006,1366275,4206648,5883001,1596862,356,1295621,1479988,1279101,1209269,1711066,1572413,1763948,0,6266555,2089284,1411374,1778433,1593280,1577022,1456715,1303111,1268758,1121129,0,1363174,2715643,2073472,2834479,6669296,2047239,1802961,1361821,2546796,2016054,1782749,1858787,3928800,1846717,1502071,1935344,1191004,5972541,3000728,1370854,2273849,1384669,1655453,1806982,2199978,1500323,3057092,1368908,1354284,3256888,5565998,1628025,4223815,1133492,0,1301851,2144449
3649102,945489,1432101,1405182,1233756,666971,943551,1530490,0,0,1637710,894341,758175,793412,1626769,3889791,521758,1610825,0,1666422,2920800,2188996,1052076,3483792,1538601,709705,3,2310459,518743,573862,2151076,1052308,1745429,704141,622164,1049014,0,733644,1019304,634371,1055610,1282903,740417,600223,3188158,4252338,1019412,357,568795,636965,584772,683369,1091070,1036167,876628,0,4329142,1423864,883312,886260,1028912,1056790,961006,616647,560971,695005,0,629190,1990446,1165645,2240060,4759676,1369778,775497,723352,1731719,1196877,704634,949666,3100272,1035740,798094,1335185,688632,4052518,2429833,610996,1572430,613659,876850,1149517,1517829,606643,2337223,614519,827062,2676114,4007411,1040641,3196150,658701,0,708056,1246255
3385449,1203944,1897630,1895053,1664478,478376,375023,751011,0,0,1637710,373489,755105,816412,2064193,3459749,367422,2031189,0,2072041,2920800,2188996,1419108,3207497,1998295,466941,3,2310459,382710,671253,2151076,1394412,1745429,559545,452985,653042,0,472781,1153462,432914,1405881,1716579,1352157,438635,2695986,3849741,1367041,358,390781,524681,414005,479847,1253662,1443035,725563,0,3744470,1902498,931360,1314127,1198514,1456576,1062215,423215,401779,623698,0,427355,1348237,646500,2240060,4275598,1855654,1337230,553267,1148573,601134,1323783,866705,3100272,1363248,432707,1817895,463975,3497821,2429833,410866,2073972,434540,1202957,1531272,1957033,473727,1718481,419914,853890,2676114,3624319,1438931,3158831,567744,0,796383,642515
4874302,2548509,3360694,3830161,3350259,1442440,951288,1682930,0,0,3728155,977497,1800881,1903811,3832751,4935395,1368283,3852933,0,3727790,4329456,4499626,2669043,4529293,3500206,1623233,3,4512479,1304241,793308,4201831,2727540,3862461,1711038,1545550,2150307,0,1847238,2337514,1494884,2810408,3553018,2608762,1643281,3815986,5314334,2640410,359,1634756,1878856,1461203,1638648,2593663,2634571,1667630,0,4996075,3607210,2076402,2641799,2517989,2664448,2212095,1522795,1503405,1660298,0,1720491,2165228,2537777,4446028,5688790,3834906,2638295,1751618,2278706,1462753,2559752,1465104,4413303,2742828,1895641,3421985,1562343,4835531,4370907,1712669,3606375,1525319,2532420,3163831,3452174,1967312,2406033,1657095,1938303,4316205,4963849,2618294,4344709,1594761,0,1099377,1543684
2197117,1054607,1897437,1758892,1495820,853104,488966,468590,0,0,1808779,455020,902184,883842,1928532,2188991,794838,1842072,0,1925554,2552303,2349908,1189553,1255123,1681380,916562,4,2378937,731085,856498,2239898,1158926,1938241,868824,774226,963176,0,980478,984890,836422,1199087,1551045,1140057,828943,871102,1533560,1180539,360,759310,946899,753995,869576,1057759,1154185,959474,0,1947798,1812518,948684,1134612,1037957,1168338,967072,817732,745993,863683,0,846953,467743,980228,2370630,1850220,1663651,1197450,886097,479493,444457,1150249,940431,2409118,1211236,958814,1818946,907105,2064334,2469445,800535,1659924,759556,1056447,1345926,1824621,978423,476489,814038,902221,2661928,1431111,1141807,2355026,820488,0,884779,446884
3810888,1067502,2409382,1996782,1673424,856380,651733,1205472,0,0,2624513,841926,880427,894204,2424337,3763092,1011576,2315011,0,2390558,3531144,2871386,1509140,3208670,2461572,892070,4,2954429,808087,856098,2847261,1373262,2700034,908083,857082,1234878,0,1096676,989821,854841,1567785,1757389,1149617,1009664,2711050,3373692,1505925,361,878077,1153978,861385,858591,1068391,1415183,1167764,0,3800207,2360254,936338,1104320,1045561,1443913,948410,857814,840349,871909,0,1057176,1326320,1328877,2903381,3609574,1836688,1245719,906899,1389508,988930,1155602,1199284,3715582,1346280,1197019,2304155,878441,3686445,2992523,970564,2489722,885819,1045749,1621052,2480455,1200058,1409182,896898,904087,3295104,3171753,1319612,3723670,843559,0,883223,1109418
2515211,758413,1883850,1570678,1300075,546575,1556742,1936988,0,0,1834245,1764252,535110,540969,1888797,2546688,787101,1864049,0,1892496,2308826,1926494,1090697,2716331,1771854,565856,4,1856555,516177,537725,2018158,984043,1886179,554793,565735,970061,0,825650,662652,536925,1109151,1384552,829221,711322,2494740,2685950,1074848,362,622295,889845,603127,542208,735459,1029853,947229,0,2654036,1852945,581427,809539,740471,1055386,614543,531305,611565,521869,0,744262,1825538,1020734,2009852,2691098,1447840,903424,565978,1914997,1906296,838543,955475,2426694,966053,937490,1802519,562165,2580043,1887096,668834,1771177,602097,754308,1201350,1862724,942974,1855959,703812,541871,2126226,2672355,954158,2465287,510464,0,560672,1853370
1839000,369297,860671,704089,619220,359684,1841570,1354227,0,0,877780,1774638,314144,315753,896960,1835957,418420,855510,0,900218,1212410,932667,537900,1908653,825760,350040,4,953949,334734,326480,963744,467499,918516,336309,416420,618770,0,517308,308988,378993,539401,645069,399324,435581,1806528,1854094,519286,363,408583,515735,431147,337175,351269,494842,578499,0,1895976,887031,298930,400648,355221,515607,297855,359910,433300,309391,0,464935,1501229,668875,949182,1873624,660996,437640,332649,1356111,1776380,401199,581806,1349988,468951,541514,840667,350990,1822432,930655,430719,827181,430394,373234,580201,857250,529668,1521952,425862,297722,1072956,1860455,456423,1434518,311383,0,348862,1597298
2817338,904462,1443844,1343359,1118446,478392,1818465,1778891,0,0,1434924,1792176,623647,673752,1633741,2786026,685186,1631109,0,1641394,2015304,1505115,945935,2550817,1385793,463663,3,1567738,452177,414688,1564271,845158,1472755,469611,587000,909968,0,777074,820467,503467,953270,1185338,837610,622320,2385175,2705948,936335,364,559507,767884,595603,460430,954078,888441,874095,0,2925880,1500851,755152,869976,947840,899658,794518,496654,609875,537098,0,660349,1798557,992499,1567778,2842379,1246086,838445,488824,1856048,1811849,798507,837820,2177873,873218,853423,1358682,454526,2846230,1604386,574187,1344151,619295,841249,1046491,1439205,851836,1914248,593332,703768,1819240,2587594,825406,2210536,463010,0,476426,1713823
1637950,584206,976312,890206,729772,230175,941942,986878,0,0,1011524,906171,342722,396718,1093943,1630415,308538,1106868,0,1118716,1312513,1037281,621968,1293203,977745,270277,3,1084420,221238,227418,1071854,581449,1009566,290371,266153,510728,0,320396,505085,240062,635566,752264,568815,266214,1265608,1458071,612031,365,214588,351638,254249,276148,598913,582756,488636,0,1698474,987970,467037,587651,602747,585399,483503,241076,241088,307792,0,288419,1095432,593241,1063897,1618181,789072,593002,293572,1015905,926212,555817,494447,1402586,603838,461612,912337,259429,1620550,1113216,227215,974160,280601,559810,688402,999876,405463,1054638,247408,436252,1227164,1349259,554455,1415458,287149,0,254815,908157
1926830,1884093,2496051,2416912,1136679,1784823,269511,325723,0,0,2834286,310416,1711230,1732331,2692519,1490006,2610464,2691688,0,2800868,3808148,3032960,977994,899373,2571528,1851012,3,3125730,1742051,1854888,2991968,1417230,2859403,1925665,1681997,3138066,0,2361160,1933277,1771950,944794,1536913,1760098,1856335,726279,1164653,925039,366,1651473,2873821,1595559,1909194,1968408,1157704,3130551,0,1410526,2375891,1893604,1786635,1904159,1041129,1924123,1774476,1558803,1719227,0,1928743,458152,3393413,3089057,1314243,2283816,1692597,2119369,352833,318325,1702629,3005573,4016331,1633076,3213675,2393535,1840763,1458481,3141035,1709630,2610305,1686819,1771230,1022168,2605209,3118706,562154,1783769,1765479,3457117,1002108,1257578,2201778,1772741,0,1842180,317240
112521,721997,233996,198453,480271,657155,19265,23951,0,0,240054,21675,622201,664299,238680,104992,721674,221872,0,238707,207295,226851,569610,20900,217096,627434,3,233874,704641,661824,253601,688859,230227,669170,666372,748816,0,702894,696580,679343,590678,195820,795868,682426,15132,41209,549403,367,645891,774380,565942,614021,716284,639430,764503,0,71040,229184,718607,766435,713162,594925,706960,703360,583665,633778,0,667965,18426,839813,248474,56790,180043,776743,670155,20932,20858,792321,717132,197474,741501,792330,229232,634182,78484,223171,667668,228137,619192,710840,672102,233987,785548,20456,671046,701557,239455,35019,680956,187421,651120,0,664812,22946
2479271,1004305,1491171,1301761,1079033,406900,482182,1079038,0,0,1741822,555926,523602,609978,1641760,2708357,571950,1469709,0,1581444,2168689,1878316,908518,2829969,1545834,370113,3,1924005,400103,407656,1860599,970416,1768920,424630,368258,751125,0,500881,836004,378140,937641,1126564,841120,413307,2881582,2727147,912241,368,376368,670080,355518,372844,928418,932952,824957,0,2737974,1497169,712150,1060338,941469,895932,780549,393135,354263,467999,0,392383,1582371,817620,1921326,2789014,1227160,1082759,421931,1379893,755498,1086299,769819,2300537,1027917,788434,1445403,360156,2662863,1935890,388898,1606814,379246,1016600,1020186,1571371,726318,1796926,405802,676681,2049964,2708880,962675,2359766,425631,0,393234,888081
2685473,901998,1350741,1216354,1019053,262942,963301,2399142,0,0,1679983,1247855,373832,421871,1489466,2976627,404753,1432843,0,1487254,2343237,1798840,931696,3169250,1484815,231370,3,1885161,166112,244071,1782033,1171169,1691126,294491,219078,511699,0,364160,680760,239352,873652,1102844,1381913,281414,3612003,3215825,869582,369,241739,449545,220551,248283,791488,1013660,513603,0,3374292,1364181,547652,1228968,805465,973969,626562,148594,204879,327423,0,282947,2830645,512426,1835461,3331141,1188448,1372488,281211,2756992,1567150,1344944,473460,2419991,1301682,514316,1291069,208996,3089608,1949190,242181,1553810,237067,1031317,963324,1430125,475538,3094510,272791,474997,2119997,3108143,1087756,2490465,306008,0,235765,1828978
3829992,1119266,1681961,1614643,1384321,637968,2186460,2333748,0,0,2187376,2172316,627571,698185,1776930,4188174,818461,1733395,0,1738555,3105824,2445995,1530776,4113418,1891512,548679,3,2557913,639782,629453,2409197,1703820,2222543,575460,580870,799538,0,755344,924165,575389,1360701,1475139,1576625,613098,4066545,4350779,1424346,370,580522,968546,529023,540749,1056436,1611327,830910,0,4324615,1607130,833547,1399063,1126554,1568300,876521,624831,526243,563008,0,604329,2476060,812545,2515284,4474565,1569056,1769615,594298,2466068,2353567,1677901,627492,3336140,1759628,955316,1554652,549616,4186032,2693610,575250,2012927,568628,1208146,1335515,1823871,945035,3316112,604251,775758,2919432,4197555,1660595,3459763,530645,0,607130,2317751
2727575,480293,1658238,1230435,882705,165226,0,0,0,0,1789941,0,297277,317856,1775978,2931112,195366,1549214,0,1686972,2705751,2215450,686417,2663599,1655830,154551,3,2245323,154927,161260,2013366,620210,1849174,221720,139142,250595,0,159935,393830,161685,693002,932008,605192,134195,2578012,3146305,686613,371,120477,236626,125215,168435,452360,633320,231472,0,3048121,1636149,370138,565392,467832,638436,389466,156885,111605,249036,0,135449,0,293079,2212964,3091263,1096635,618926,221401,0,0,601714,231450,2809058,615423,210638,1584554,149274,2936355,2267185,122838,1688765,138760,488180,813247,1645299,237261,0,127852,341634,2484461,3063609,645980,2764070,216559,0,159562,0
0,207904,335484,340304,291625,157779,0,0,0,0,384269,0,145903,161999,404647,0,251334,383081,0,400784,524381,472519,248206,0,346537,152737,3,473224,197716,158673,443100,219036,401655,171839,178100,258415,0,217643,198639,170376,276745,309442,220666,188895,0,0,260422,372,165550,259722,156106,157939,206681,227698,260329,0,0,371370,196476,211262,210910,227484,200230,180109,155487,146783,0,186872,0,270326,503872,0,324946,229857,186573,0,0,220698,268539,505753,224480,281850,344008,149425,0,473207,173706,362660,178780,195998,286762,342051,261751,0,189856,182279,507559,0,218334,405725,153196,0,154339,0
0,860862,993828,1039201,838492,493676,0,0,0,0,1004713,0,584305,674364,1152712,0,700613,1138802,0,1152079,1190390,1015218,729146,0,958181,477524,3,1004318,555348,487019,1033198,764861,1005070,536466,519359,749550,0,639418,869074,490870,762843,874218,865057,535853,0,0,737887,373,493792,718485,434314,486472,930845,714657,748586,0,0,1053300,739402,879735,870136,712568,800326,511386,457733,529801,0,543278,0,795638,1051464,0,943955,826073,548437,0,0,808658,776011,1164633,819136,813627,968800,461835,0,1021912,513097,973888,498709,821039,793001,973808,746073,0,527847,718609,1126930,0,734705,984445,514232,0,475545,0
0,954734,1680438,1511406,1280998,893981,0,0,0,0,1679809,0,819451,842876,1839555,0,1297954,1724913,0,1824659,1853321,1667429,1120386,0,1607962,863272,3,1651825,1024680,878923,1732769,1035076,1704838,889551,964759,1487945,0,1184165,956990,927776,1160730,1306939,966596,1085217,0,0,1115841,374,971995,1327024,874481,841818,970504,1070861,1352244,0,0,1706303,906030,963819,948820,1095033,945525,987220,872337,812954,0,1058482,0,1558058,1748210,0,1385208,1021215,898758,0,0,995003,1451513,1815658,1053834,1461432,1624364,813413,0,1631251,1038161,1621033,985902,918515,1271226,1779793,1379653,0,1085924,863492,1774679,0,1037126,1456224,816687,0,853840,0
0,1371308,2203065,2019413,1722634,1212017,0,0,0,0,2072812,0,1040352,1112633,2480155,0,2053889,2346594,0,2435472,2313512,1961080,1417802,0,2051579,1100648,3,1959087,1513306,1175022,2099084,1457351,1954577,1085207,1487231,2705175,0,1793672,1304437,1285276,1498370,1788047,1449092,1664457,0,0,1430092,375,1427606,2259664,1342311,1051016,1401505,1420013,2561679,0,0,2267495,1185846,1415086,1372290,1410892,1236048,1396945,1364160,1008712,0,1637905,0,2754838,2061598,0,1905463,1467489,1103540,0,0,1435508,2787111,2279260,1496426,2627958,2131312,1081838,0,1970882,1552678,2076690,1441417,1313697,1617564,2186261,2479825,0,1638754,1161023,2190651,0,1422088,1868127,991800,0,1133475,0
0,1313853,1976822,1690201,1494720,809811,0,0,0,0,1751599,0,774897,907511,2106019,0,1036814,1969572,0,2047017,2013502,1777010,1294982,0,1834343,792050,3,1813546,894320,797508,1844656,1492290,1712933,877066,875495,1185826,0,956242,1146162,839055,1306683,1574504,1388667,904049,0,0,1269998,376,748944,1142771,727228,780762,1304174,1465149,1115693,0,0,1964567,1011481,1449914,1287875,1350452,1069127,877217,740571,771318,0,898338,0,1255743,1842603,0,1633942,1427227,874886,0,0,1384360,1186313,1810080,1459507,1213196,1858580,736927,0,1850610,844989,1727084,840622,1293918,1444196,1845677,1237370,0,891345,999169,1999956,0,1476296,1443396,769987,0,742178,0
0,1336468,2341324,2045604,1850680,484746,0,0,0,0,2108042,0,706338,899700,2316353,0,736460,2294422,0,2288151,1816358,1852711,1754072,0,2310134,511031,3,1835382,589182,466461,2149586,1682810,1943712,623262,615901,1135437,0,672653,1198732,511473,1704713,1902588,1599524,601501,0,0,1711810,377,514684,809476,454970,525836,1330738,1716315,937331,0,0,2154899,1058831,1539791,1338491,1777797,1115797,551467,478599,652415,0,612382,0,1217986,2045734,0,2022966,1630552,592626,0,0,1601672,1126156,1723086,1663223,901318,2136761,435504,0,1801345,569254,2165108,605954,1348008,1810242,2466532,869148,0,613096,1013575,1923619,0,1711178,1375506,603537,0,466358,0
3163274,962266,1359892,1443330,1285554,670016,0,0,0,0,1423060,0,575287,618230,1574855,3004021,1149453,1573640,0,1594519,1955536,1598399,1098025,0,1408030,582548,3,1678911,850598,679460,1561895,1105940,1440668,638880,758250,1399841,0,955260,810019,698456,1109348,1299776,1024581,819212,0,0,1089851,378,713427,1229329,669352,579473,937259,1014477,1325136,0,2085787,1391043,692127,1014355,926514,1033998,736803,753406,707560,580720,0,832227,0,1394241,1624504,1009,1366447,1098873,625319,0,0,1051557,1437803,2070891,1134786,1459747,1294259,577081,2718723,1688162,779652,1398766,726189,953932,1227872,1419350,1361833,0,815903,670853,1808385,0,1043919,2229988,598615,0,603809,0
1963062,1148916,2104233,1763927,1641434,707356,0,0,0,0,1900734,0,754651,823096,2201332,1870258,1319251,1976952,0,2074943,2110121,1860928,1484463,0,1938312,682103,3,1869526,781449,697435,1944058,1516349,1891564,647084,793810,1729826,0,1159806,1064234,728317,1514960,1700117,1445449,854575,0,0,1477402,379,749377,1475305,670913,651227,1141046,1498952,1693319,0,1272209,2035936,922041,1277393,1126300,1488980,1001853,745641,714196,686158,0,922447,0,1788622,1893264,1434,1752336,1532685,687284,0,0,1489793,1798462,2325617,1544872,1754342,1957883,673584,1618618,1680687,798181,1904060,737408,1120305,1664195,2031278,1623686,0,854677,864103,1849784,0,1514642,2206826,665749,0,693904,0
3369679,1206359,1625780,1477540,1309336,945217,0,0,0,0,1716213,0,933911,1003526,1733082,3146158,1751983,1641267,0,1693945,2699345,1899422,1225546,0,1609219,960061,3,1929113,1043193,951024,1999101,1260144,1763494,981974,1064924,2247520,0,1610041,1145915,950687,1271575,1325244,1266774,1253314,0,0,1223152,380,1051485,1899410,996382,919873,1215730,1258773,2081090,0,1845606,1597312,1090132,1231631,1199368,1236891,1110057,1005049,993431,898625,0,1349242,0,2310077,1986421,1094,1443859,1294889,985194,0,0,1268557,2275553,2978419,1307120,2133619,1548817,949506,2721872,2033543,1157546,1633950,1055718,1167577,1344515,1668202,2030039,0,1185004,1036284,2305321,0,1265608,3296696,909618,0,937397,0
4324202,1853451,3530086,3239092,3212958,1508503,0,0,0,0,3749627,0,1319757,1449625,3599826,4288573,3323915,3507339,0,3647204,5165302,4205420,2388605,0,3651547,1264926,3,4393958,1846976,1459186,4328501,2280815,3844068,1243805,1775353,5013263,0,2880786,1745004,1601708,2608575,3170242,2082787,2210395,0,0,2445091,381,1854692,3783475,1768132,1206296,1839409,2180163,4619699,0,2946628,3275660,1614395,2026129,1814034,2265693,1691549,1691557,1797111,1249386,0,2377290,0,4999176,4310544,1149,3324535,2212426,1293867,0,0,2159774,4899378,5365198,2275107,4617671,3311769,1283291,3884515,4616407,1957190,3658005,1744949,1899430,3141117,3682100,4246411,0,2090120,1537019,4910205,0,2242152,5111166,1204241,0,1323910,0
2220702,15100094,10766317,10498097,11891215,12422901,0,0,0,0,9942409,0,12784614,13277201,10625122,0,15673416,10655941,0,10554825,7850691,9882298,11198528,0,9946594,12760665,4,9578736,12112181,12400594,10151240,12761979,9328087,12810279,12278853,17063571,0,14664947,14876281,12254143,11028895,11624675,15494386,12065131,0,0,11125730,382,11888858,16582717,11707783,12436313,15572226,11865070,16449917,0,0,10102032,13751859,15420808,15239950,11347352,14122888,12185820,11718814,12454119,0,12377857,0,17818980,11004843,0,11067528,13733380,12955221,0,0,14214494,16794958,7218372,13069051,17450919,10275666,12560384,0,8902879,12366234,10418723,12335891,14502957,11591993,10849058,17270683,0,12109402,13499793,8413898,0,11966941,6100140,12324217,0,12718369,0
224353,1493958,90718,886153,1160429,1151219,0,0,0,0,3215420,0,1264139,1406003,104815,115344,1065889,577490,0,139403,63429,185521,1677644,0,134597,944982,4,141446,1168125,1034394,247625,1193598,324223,915351,1210324,1534176,0,927705,2094494,1225897,1544371,947788,11524700,840550,0,0,1614995,383,705276,1224846,944696,992154,2306890,1084555,1339982,0,0,126673,1680803,9375747,1784322,1657519,1744766,1218186,811197,963957,0,922406,0,1735867,220122,0,997624,869330,877551,0,0,889349,1353987,40870,1154557,1397373,109298,1035980,0,171186,717708,5383449,1090788,1447037,1384318,151498,1362851,0,776294,1742377,126595,0,1048415,31917,798286,0,1067937,0
1305158,1375020,1331534,1057652,1000779,1489133,0,0,0,0,1890376,0,1349520,1424191,1349315,1696413,2440398,1194192,0,1267149,1131142,1193582,1115998,0,1266687,1376240,4,1083769,1699820,1412810,1278599,1252707,1509119,1351815,1838732,2940221,0,2265748,1591947,1570628,1076379,985563,1669920,1951234,0,0,1076715,384,1692421,2633793,1647822,1351880,1605967,1188521,2899626,0,0,1265220,1492591,1532857,1500292,1133116,1551425,1631773,1681759,1314631,0,1995657,0,3077946,1321119,0,995416,1238731,1401159,0,0,1223393,2905699,1104981,1268650,3031618,1270573,1356916,1269443,1075949,1789184,1519319,1789695,1245269,1025496,1309877,2880255,0,1898462,1488937,1118224,0,1217504,1019210,1311167,0,1418308,0
4992520,2096272,3287067,2570860,2175461,2352415,0,0,0,0,3612850,0,1927988,2006958,3255195,4932163,4328826,2934343,0,3101151,4723545,3858727,1874925,3370400,3227463,2205399,4,3986240,2832565,2211350,3979659,1904267,3656441,2008351,3049992,4871031,0,3947621,2473240,2517432,1946385,2265253,2130178,3369251,2703200,4357551,1877082,385,2904274,4747981,2672658,2096513,2453688,1892939,4881361,0,4613635,3092986,2252583,2111543,2203022,1877046,2445884,2618247,2765414,1881405,0,3468182,1689700,5142820,4059888,4118182,2399144,1989691,2121188,266500,0,2038203,4764309,4860583,1945991,5129508,3087327,2166950,4673278,4066559,3152950,3409227,2914145,1972656,2120735,3354108,5120456,2036900,3349471,2103489,4381386,3528000,1873639,4748879,1880777,0,2255128,0
3766435,3162134,3710278,3440498,3292177,3599449,0,0,0,0,3940786,0,3038043,3121320,3906241,3360901,5664467,3745818,0,3847762,4458855,3292162,2682349,1298800,3432758,3441530,4,3373189,3580348,3675234,3151164,2915281,3105696,3066881,3983353,6492502,0,5157592,3548688,3479538,2884372,3319858,3194039,4718512,1141400,1870017,2778912,386,4047599,6114861,3846883,3224426,3578401,2717530,6450669,0,4148273,3690152,3355985,3226617,3293302,2673832,3526129,3506274,3875670,2915602,0,4625372,731960,6657782,3294497,3741704,3382854,2958863,3260664,119440,0,2964659,6574854,4499840,2926562,6765353,3659111,3434590,3560029,3531389,4722404,3576310,4017196,3068654,3236435,3561737,6615247,891900,4749457,3212871,4072087,1387300,2817283,4144144,2911518,0,3608036,0
2237476,2794921,2380229,1964638,2367717,3448675,0,0,0,0,2449005,0,2702811,2794578,2330791,1894335,5274341,2141994,0,2198846,3075682,3068629,2307029,798800,2270447,3266421,4,3268257,3754589,3277353,2872235,2475692,2563187,2875471,3882044,5378847,0,4902209,3159329,3583944,2312865,2312718,2828771,4443376,729000,811954,2304979,387,3945675,5540085,3485831,3115977,3189091,2454939,5453880,0,1366389,2314825,2935064,2825612,2944179,2325780,3096659,3628142,3682431,2693794,0,4498585,475720,5513425,3071017,1141030,2007589,2561647,3045636,70080,0,2591854,5303427,2874540,2499965,5786723,2306534,3219034,1603220,3182630,4299453,2434525,3696308,2625181,2403775,2358207,5756272,602700,4450027,2812884,3176352,768040,2473970,2451071,2695923,0,3377091,0
2940756,3323728,3323460,2648327,2656665,3491497,0,0,0,0,3211212,0,2941636,3040271,3181658,2481747,5553812,2825674,0,2996265,4079220,3483016,2587231,949700,3293481,3439100,4,3643730,3790407,3211597,3343947,2931713,3078759,3052182,4053368,5519824,0,5143104,3496491,3725972,2556290,2663682,3436057,4553678,802860,1330126,2601680,388,4028083,5898587,3690691,3257865,3625651,2708796,5845156,0,1922419,3074751,3165462,3466592,3438858,2691549,3313504,3767368,3769944,2883839,0,4576510,543500,5481685,3515691,1637126,2680613,2936078,3212913,80300,0,2951110,5571720,3713736,2915851,6273432,3053007,3409545,2159224,3891073,4410679,3672675,3903544,3175179,2698312,3402229,6363753,641400,4555268,3080887,4017132,1120640,2827080,3329443,2855779,0,3408741,0
1710322,820529,881959,616308,602950,915419,0,0,0,0,995446,0,719430,748542,869529,1529600,1546688,758795,0,852600,1868831,1166861,568692,592580,945061,865794,4,1285582,1035299,823897,1100802,661391,1040235,740180,1100804,1612861,0,1375912,816579,976184,618402,577091,784459,1135955,556640,725001,600615,389,1047728,1594369,1052846,842440,849460,549478,1684620,0,1318141,829591,766344,832108,823536,564155,784497,1022287,1032880,704302,0,1171519,396140,1646525,1144704,915905,598246,662920,788313,52160,0,647508,1623858,1833500,664848,1729550,838639,861952,1440080,1584431,1099605,1043726,1082361,783365,640723,919909,1732078,410860,1126107,754856,1823884,622520,617137,1746149,703991,0,867192,0
3604363,3435797,3939075,3391409,3087396,3026183,0,0,0,0,3189859,0,2764655,2874034,4122329,3290174,4172624,3795325,0,4014481,4328686,3870970,2731523,1282200,3278385,3152209,4,3926738,3196536,3064399,3811349,2952236,3291351,2888566,3268078,4920129,0,3846607,3421527,3102102,2853286,3185533,3475801,3306987,1047960,1614659,2767155,390,3200500,4546695,2922433,3050737,3531415,2867144,4772356,0,2667266,3958901,2986726,3450884,3447789,2816018,3322923,3117759,3062621,2679377,0,3402443,745400,5094745,3941564,2094331,3212639,2906674,3060907,97440,0,2963490,4878671,4048733,2877157,4885591,3899867,3149653,2998385,4156626,3325795,3427256,3064323,3252064,3062750,3524596,4894701,848200,3308412,2902831,4469502,1340300,2839053,3683853,2743464,0,3218927,0
